rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_RBMY2FP,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_OR4D10,methylation_gene__GENE_VEGFA,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_C10ORF96,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_GSC2,rnaseq_gene__GENE_LCN9,methylation_gene__GENE_ZNF596;RPL23AP53,rnaseq_gene__GENE_OR5A1,rnaseq_gene__GENE_P2RX6P,rnaseq_gene__GENE_AMBN,rnaseq_gene__GENE_FAM99A,methylation_gene__GENE_PTGR2,rnaseq_gene__GENE_PAGE3,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_RBMY1A1,methylation_gene__GENE_ZNF619,methylation_gene__GENE_GMCL1,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_ZNF735,rnaseq_gene__GENE_PRDM14,methylation_gene__GENE_CYP51A1,methylation_gene__GENE_DCTN3,rnaseq_gene__GENE_IAPP,methylation_gene__GENE_UNC84B,rnaseq_gene__GENE_SNORA69,rnaseq_gene__GENE_OR7G2,rnaseq_gene__GENE_CRYGA,rnaseq_gene__GENE_NPBWR2,rnaseq_gene__GENE_LINC00635,methylation_gene__GENE_ITPA,rnaseq_gene__GENE_LIM2,methylation_gene__GENE_NKIRAS2;DNAJC7,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_MRGPRG,methylation_gene__GENE_DCI,methylation_gene__GENE_FGFRL1,rnaseq_gene__GENE_OR6C4,methylation_gene__GENE_NSUN5,methylation_gene__GENE_DCUN1D4,rnaseq_gene__GENE_OR52E2,rnaseq_gene__GENE_RAG2,rnaseq_gene__GENE_OR5T3,rnaseq_gene__GENE_TGM6,rnaseq_gene__GENE_OR1I1,methylation_gene__GENE_LPCAT1,rnaseq_gene__GENE_KRTAP11-1,methylation_gene__GENE_RUNDC2A,rnaseq_gene__GENE_OR10T2,rnaseq_gene__GENE_TSPY1,rnaseq_gene__GENE_DEFB134,methylation_gene__GENE_KTELC1,rnaseq_gene__GENE_TBC1D28,rnaseq_gene__GENE_DKFZP434L192,methylation_gene__GENE_AMDHD2,methylation_gene__GENE_OBFC2A,rnaseq_gene__GENE_FABP9,methylation_gene__GENE_C6ORF64,methylation_gene__GENE_GABBR1,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_OR9I1,rnaseq_gene__GENE_KRTAP19-1,rnaseq_gene__GENE_PWRN1,methylation_gene__GENE_QTRT1,methylation_gene__GENE_KBTBD7,methylation_gene__GENE_UBE3C,rnaseq_gene__GENE_MLN,methylation_gene__GENE_CA12,methylation_gene__GENE_DDX56,rnaseq_gene__GENE_DEFB108B,rnaseq_gene__GENE_OR56A1,methylation_gene__GENE_AKT1,rnaseq_gene__GENE_FAM194B,rnaseq_gene__GENE_ADAM7,cnv_log2__GENE_RLIM,cnv_log2__GENE_SLC16A2,methylation_gene__GENE_FAM59A,methylation_gene__GENE_RNF7,rnaseq_gene__GENE_GUCA1C,methylation_gene__GENE_BBX,methylation_gene__GENE_MYLIP,target
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.07355285,-0.067629814,-0.0679732,-0.042500064,0.23093128,-0.05562216,-0.054831173,-0.039873518,0.59649277,-0.09654722,-0.04435848,-0.04061949,-0.14370757,0.043400798,-0.06940588,-0.05877857,-0.059162382,-0.11021341,-0.09926551,-0.052082743,-0.21529208,-0.069542356,0.15393122,-0.066061795,-0.06427042,-0.044386145,-0.093438834,1.1340773,0.4131752,-0.09391567,-0.19387476,0.31500235,0.27439588,-0.14094758,0.52809095,-0.08561648,-0.06859739,-0.07638114,23.692472,-0.18354331,0.33710602,-0.23341642,-0.19255161,0.49858165,-0.04293071,0.22217868,0.25357172,-0.0583981,0.35242248,0.32707933,-0.09379102,1.1611284,-0.07885677,-0.079487145,-0.09172271,0.15716496,-0.15536214,1.502535,-0.065219104,6.0857224,-0.06087582,0.63478726,-0.16144404,-0.16218084,0.82299024,0.15733336,-0.14199477,1.5661688,1.4033974,0.48104048,-0.084201984,-0.102509886,-0.16830611,0.092756815,0.11190159,0.4850662,-0.11664121,0.6263703,0.02971419,-0.05221101,-0.16392021,0.6670757,-0.12620853,-0.1181239,-1.9697239,-1.9755679,-0.35880718,1.2357007,-0.10974532,1.4290575,0.65850085,0
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.07355285,-0.067629814,-0.0679732,-0.042500064,-0.035036173,-0.05562216,-0.054831173,-0.039873518,0.7476855,-0.09654722,-0.05125228,-0.04061949,-0.14370757,0.49041125,-0.06940588,-0.05877857,-0.059162382,-0.15192229,4.4264455,-0.052082743,-0.21529208,-0.069542356,-0.06924885,-0.066061795,-0.06427042,-0.044386145,0.30465758,0.34237644,-0.1851329,-0.09391567,-0.19387476,0.2938332,0.08976974,-0.14094758,-0.41376457,-0.08561648,-0.06859739,-0.07638114,-0.08846551,-0.18354331,-0.005793088,-0.23341642,0.22070405,0.54176915,-0.04293071,0.46784836,-0.09555266,-0.0583981,0.66948795,0.63045555,-0.09379102,-0.18899952,-0.07885677,-0.079487145,-0.09172271,-0.08353435,-0.15536214,0.9439678,-0.065219104,-0.061940223,-0.06087582,-0.37059265,-0.16144404,-0.16218084,1.0373288,-0.38877615,-0.14199477,0.06784842,0.29255396,0.7617472,-0.084201984,-0.102509886,-0.16830611,0.6938821,0.108467914,-0.023684492,-0.11664121,0.30446634,-0.059177678,22.436857,13.818871,-0.20129359,-0.12620853,-0.1181239,-2.3537295,-2.3591254,0.07447323,0.78491956,-0.10974532,-0.683217,-0.22121061,0
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.07355285,-0.067629814,29.66682,-0.042500064,-0.4062858,-0.05562216,-0.054831173,-0.039873518,-0.032206632,-0.09654722,-0.0075936196,-0.04061949,-0.14370757,-0.5374824,6.499733,19.78605,-0.059162382,0.23902906,-0.09926551,-0.052082743,-0.21529208,-0.069542356,-0.14977585,-0.066061795,-0.06427042,-0.044386145,-0.055531196,-0.47632927,-0.39638203,-0.09391567,1.4741709,-0.17207763,19.838295,-0.14094758,-0.8629122,-0.08561648,-0.06859739,-0.07638114,-0.08846551,-0.18354331,1.2722404,-0.23341642,-0.11098085,0.48221505,24.622232,-0.7196318,-0.69064844,-0.0583981,-0.30510747,-0.22629943,-0.09379102,-0.18899952,-0.07885677,23.561584,-0.09172271,-0.12416397,-0.15536214,1.1500554,-0.065219104,-0.061940223,-0.06087582,-0.18614367,-0.16144404,-0.16218084,-0.2949834,-0.25379142,-0.14199477,-0.71485615,-0.044048857,-0.057804774,-0.084201984,-0.102509886,-0.16830611,-0.31691542,-0.4188403,-0.15429913,-0.11664121,-0.7341891,-1.2000393,-0.05221101,-0.16392021,0.7038841,5.761146,-0.1181239,-0.56862223,-0.57610154,-0.9400305,-0.29019144,-0.10974532,0.7565756,0.4106295,1
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.07355285,-0.067629814,-0.0679732,-0.042500064,-0.52044886,-0.05562216,-0.054831173,-0.039873518,-0.66036993,-0.09654722,-0.30582115,-0.04061949,-0.14370757,-0.41058275,-0.06940588,-0.05877857,-0.059162382,-0.0067735068,-0.09926551,-0.052082743,-0.21529208,-0.069542356,-0.46729913,-0.066061795,-0.06427042,-0.044386145,-0.08480112,-0.30556974,-0.008786143,-0.09391567,-0.19387476,-0.11618164,-0.0033715067,-0.14094758,-1.1152893,-0.08561648,-0.06859739,-0.07638114,-0.08846551,-0.18354331,-0.70183337,-0.23341642,-0.52921176,-0.0707264,-0.04293071,-0.3187792,-0.27049574,-0.0583981,-0.3817342,-0.2035684,-0.09379102,-0.18899952,-0.07885677,-0.079487145,-0.09172271,-0.29508233,-0.15536214,-1.6598191,-0.065219104,-0.061940223,-0.06087582,-0.2995729,-0.16144404,-0.16218084,-0.09888837,-0.22130021,-0.14199477,-0.5457348,-0.1613667,-0.5461516,-0.084201984,-0.102509886,-0.16830611,-0.24829736,-0.28216037,-0.29445544,-0.11664121,0.023770295,-0.3866297,-0.05221101,-0.16392021,1.0604863,-0.12620853,-0.1181239,0.3135529,0.30504394,-0.7292269,-0.12155899,-0.10974532,-0.76541775,-0.12833431,0
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.07355285,-0.067629814,-0.0679732,-0.042500064,0.12011606,-0.05562216,-0.054831173,-0.039873518,-0.016315434,-0.09654722,0.131724,-0.04061949,-0.14370757,-0.33585742,-0.06940588,-0.05877857,-0.059162382,-0.30572116,-0.09926551,-0.052082743,2.589988,-0.069542356,-0.11398026,-0.066061795,-0.06427042,-0.044386145,-0.057213724,0.05669328,-0.06186747,-0.09391567,-0.19387476,-0.18359837,-0.29779166,1.4871397,-0.0408568,-0.08561648,-0.06859739,-0.07638114,-0.08846551,2.3484457,0.40266174,-0.23341642,-0.4268463,-0.037392955,-0.04293071,0.02144555,0.6553717,-0.0583981,-0.29192448,-0.06348308,-0.09379102,-0.18899952,-0.07885677,-0.079487145,-0.09172271,-0.02443152,-0.15536214,-0.33973792,-0.065219104,-0.061940223,-0.06087582,-0.21149805,-0.16144404,-0.16218084,0.40985247,-0.14258653,-0.14199477,-0.18333112,0.27620164,0.051245335,-0.084201984,10.03654,20.472626,-0.20841007,0.00015419653,0.37002113,-0.11664121,0.28609565,-0.5161384,-0.05221101,-0.16392021,0.14906573,-0.12620853,-0.1181239,-2.229187,-2.2347283,0.119905755,0.27608088,-0.10974532,-1.1650201,-0.40794578,1
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,2.4205613,-0.067629814,-0.0679732,-0.042500064,0.31953079,-0.05562216,-0.054831173,-0.039873518,-0.24715324,-0.09654722,-0.3656297,-0.04061949,-0.14370757,0.014584921,-0.06940588,-0.05877857,-0.059162382,-0.10377448,-0.09926551,-0.052082743,0.96102065,-0.069542356,-0.3364693,-0.066061795,-0.06427042,-0.044386145,-0.1536663,-0.10176468,-0.012360114,-0.09391567,-0.19387476,-0.07095375,-0.05973935,-0.14094758,0.26779065,-0.08561648,-0.06859739,-0.07638114,-0.08846551,-0.18354331,-0.5581085,-0.23341642,-0.44986552,-0.09964505,-0.04293071,-0.093274154,0.34717897,-0.0583981,-0.07183568,-0.23678796,-0.09379102,-0.18899952,-0.07885677,-0.079487145,-0.09172271,0.17995232,-0.15536214,-0.557214,-0.065219104,-0.061940223,-0.06087582,-0.18377839,1.6085913,-0.16218084,0.20461649,-0.116165034,-0.14199477,-0.19816603,-0.033562016,0.09360264,-0.084201984,-0.102509886,-0.16830611,-0.1974051,-0.04993865,0.21363059,-0.11664121,0.26229754,-0.38915822,-0.05221101,-0.16392021,-0.028245742,-0.12620853,-0.1181239,2.4930441,2.4819915,-0.05303686,-0.24080439,-0.10974532,-0.19215745,-0.19648264,0
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.07355285,-0.067629814,-0.0679732,-0.042500064,-0.4240292,-0.05562216,-0.054831173,-0.039873518,-0.72791964,-0.09654722,-0.26771,-0.04061949,-0.14370757,-0.6799201,-0.06940588,-0.05877857,-0.059162382,-0.00013214204,-0.09926551,-0.052082743,-0.21529208,-0.069542356,0.3169814,-0.066061795,-0.06427042,-0.044386145,-0.056578893,-0.5615083,0.017150274,-0.09391567,-0.19387476,0.14450017,-0.021249246,-0.14094758,0.56129915,-0.08561648,1.8795662,-0.07638114,-0.08846551,-0.18354331,-0.7447274,-0.23341642,-0.87556803,0.02774375,-0.04293071,-0.19530241,0.9276684,-0.0583981,-0.45745367,0.041524988,-0.09379102,-0.18899952,-0.07885677,-0.079487145,13.675783,-0.28486124,8.518911,1.7105508,-0.065219104,-0.061940223,-0.06087582,-0.28512245,-0.16144404,-0.16218084,0.039096016,-0.38123825,5.991037,0.091446206,-0.5243976,0.4394913,-0.084201984,-0.102509886,-0.16830611,-0.3880481,0.105301395,0.07969928,-0.11664121,0.5576272,-0.1693062,-0.05221101,-0.16392021,-0.25866148,-0.12620853,-0.1181239,-1.3937155,-1.4002318,-0.8705331,-0.56189233,-0.10974532,-0.7061772,0.97747236,0
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.07355285,-0.067629814,-0.0679732,-0.042500064,0.5869054,-0.05562216,-0.054831173,-0.039873518,0.2807133,-0.09654722,-0.17836002,-0.04061949,-0.14370757,-0.11547741,-0.06940588,-0.05877857,-0.059162382,-0.26215294,-0.09926551,-0.052082743,-0.21529208,-0.069542356,0.07747791,-0.066061795,-0.06427042,-0.044386145,-0.20231354,-0.28660023,-0.22907917,-0.09391567,-0.19387476,0.059908167,-0.2715606,-0.14094758,-0.37266234,-0.08561648,-0.06859739,-0.07638114,-0.08846551,-0.18354331,-0.62407154,-0.23341642,-0.41870794,-0.006336753,-0.04293071,-0.27926168,-0.64491737,-0.0583981,-0.025430227,-0.15942761,-0.09379102,-0.18899952,-0.07885677,-0.079487145,-0.09172271,-0.015928619,-0.15536214,0.4893828,-0.065219104,-0.061940223,-0.06087582,0.06421481,-0.16144404,-0.16218084,-0.29107508,-0.31526262,-0.14199477,-0.008695408,0.010368577,0.1191499,-0.084201984,-0.102509886,-0.16830611,-0.12025947,-0.22699441,-0.5560329,-0.11664121,-0.16767998,-0.8038559,-0.05221101,-0.16392021,-0.027025366,-0.12620853,-0.1181239,-0.02374936,-0.03186462,-0.028849423,-0.1601036,-0.10974532,0.4030311,-0.5307671,0
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.07355285,-0.067629814,-0.0679732,-0.042500064,0.37145784,-0.05562216,-0.054831173,-0.039873518,-0.2745591,-0.09654722,0.07154202,-0.04061949,-0.14370757,-0.019686019,-0.06940588,-0.05877857,-0.059162382,19.522757,-0.09926551,-0.052082743,-0.21529208,-0.069542356,-0.3115122,-0.066061795,-0.06427042,-0.044386145,-0.03998788,0.1411506,0.07321998,-0.09391567,-0.19387476,-0.16648886,12.7811775,-0.14094758,0.09449424,-0.08561648,-0.06859739,-0.07638114,-0.08846551,-0.18354331,0.47417513,-0.23341642,-0.50386804,0.020923164,-0.04293071,0.1348535,0.54194987,-0.0583981,-0.08120737,0.024911541,-0.09379102,-0.18899952,-0.07885677,-0.079487145,-0.09172271,0.13845856,-0.15536214,-1.1711066,-0.065219104,-0.061940223,-0.06087582,-0.19640131,2.0894432,-0.16218084,0.012885676,-0.11973014,-0.14199477,-0.35106897,0.14084873,0.036176722,-0.084201984,-0.102509886,-0.16830611,-0.09881759,-0.07408629,0.24988392,-0.11664121,0.48874575,-0.4808563,-0.05221101,-0.16392021,0.1312032,-0.12620853,-0.1181239,1.5122731,1.5023651,0.04161978,-0.32578823,-0.10974532,-0.027262758,-0.17929266,1
-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.07355285,-0.067629814,-0.0679732,-0.042500064,0.12004117,-0.05562216,-0.054831173,-0.039873518,-0.40429112,-0.09654722,0.07120265,-0.04061949,-0.14370757,0.06900399,-0.06940588,-0.05877857,-0.059162382,-0.16705619,-0.09926551,-0.052082743,-0.21529208,-0.069542356,-0.31626874,-0.066061795,-0.06427042,-0.044386145,-0.12753914,0.08937116,0.06750668,-0.09391567,-0.19387476,-0.1736232,-0.16257346,-0.14094758,0.59401083,-0.08561648,-0.06859739,-0.07638114,-0.08846551,-0.18354331,-0.13265978,-0.23341642,-0.5130317,-0.3220667,-0.04293071,-0.025728706,0.34032065,-0.0583981,-0.21465768,-0.03734598,-0.09379102,-0.18899952,-0.07885677,-0.079487145,-0.09172271,0.15740822,-0.15536214,-0.8281224,-0.065219104,-0.061940223,-0.06087582,-0.20484722,-0.16144404,-0.16218084,0.34494266,-0.23455599,-0.14199477,-0.1955358,0.11543739,-0.3320806,-0.084201984,-0.102509886,-0.16830611,-0.28232476,-0.047583412,0.44636303,-0.11664121,0.17807662,-0.51123303,-0.05221101,-0.16392021,0.088451184,-0.12620853,-0.1181239,0.13711786,0.12881485,-0.07000254,-0.27552292,-0.10974532,-0.2987789,-0.33433807,0
