experiment,dataset,endpoint,partition_type,partition_value,control,n_train,n_test,class_0_test,class_1_test,accuracy,balanced_accuracy,f1,sensitivity,specificity,roc_auc,pr_auc,log_loss,brier,feature_space_warning
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,BRCA,linear_molecular,1144,501,430,71,0.34530938123752497,0.4598591549295774,0.21153846153846154,0.6197183098591549,0.3,0.4715034392400917,0.15428276844371344,0.9407406102406266,0.30592733951747425,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,BRCA,structural_zero_pattern,1144,501,430,71,0.15768463073852296,0.4975433999344907,0.24642857142857144,0.971830985915493,0.023255813953488372,0.49787094660989195,0.14120284537557834,0.7760282203095059,0.29129989839071907,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,ESCA,linear_molecular,1559,86,18,68,0.2558139534883721,0.5089869281045751,0.13513513513513514,0.07352941176470588,0.9444444444444444,0.4624183006535948,0.7915947814221974,0.9482662356068908,0.3619304475447393,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,ESCA,structural_zero_pattern,1559,86,18,68,0.7906976744186046,0.5,0.8831168831168831,1.0,0.0,0.4652777777777778,0.788271505592661,0.5250593685424231,0.17001166121337405,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,HNSCC,linear_molecular,1260,385,175,210,0.4701298701298701,0.508095238095238,0.15702479338842976,0.09047619047619047,0.9257142857142857,0.5020680272108844,0.5477545548747255,1.0759977659835713,0.3218259013622703,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,HNSCC,structural_zero_pattern,1260,385,175,210,0.5532467532467532,0.5214285714285715,0.6802973977695167,0.8714285714285714,0.17142857142857143,0.5248571428571429,0.5593865051382045,0.6919830054596497,0.24932560264422313,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,LSCC,linear_molecular,1290,355,185,170,0.476056338028169,0.4629570747217806,0.2184873949579832,0.15294117647058825,0.772972972972973,0.475214626391097,0.4859283341944365,0.7448825695748896,0.27151892446704917,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,LSCC,structural_zero_pattern,1290,355,185,170,0.4676056338028169,0.45294117647058824,0.16,0.10588235294117647,0.8,0.4485214626391097,0.4580141975007379,0.7841129084075912,0.2928602556104353,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,LUAD,linear_molecular,1327,318,161,157,0.5125786163522013,0.5086640028484393,0.2857142857142857,0.19745222929936307,0.8198757763975155,0.4830478300431222,0.5057343300670669,0.805741364796123,0.28180480478410463,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_cancer_out,LUAD,structural_zero_pattern,1327,318,161,157,0.48742138364779874,0.4934723266210389,0.652452025586354,0.9745222929936306,0.012422360248447204,0.510286030778969,0.5019855221363803,0.7036469971658176,0.254838526404186,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_source_out,CPTAC,linear_molecular,1477,168,99,69,0.4583333333333333,0.4218269653052262,0.24793388429752067,0.21739130434782608,0.6262626262626263,0.40652905870297174,0.37780864641258105,0.7140234185895407,0.26050490235676094,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_source_out,CPTAC,structural_zero_pattern,1477,168,99,69,0.5892857142857143,0.5,0.0,0.0,1.0,0.5977894890938369,0.48459034751665764,1.3765756204336632,0.38122637403901166,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_source_out,TCGA,linear_molecular,168,1477,870,607,0.5876777251184834,0.4993485958832775,0.0065252854812398045,0.0032948929159802307,0.9954022988505747,0.47775663239220584,0.43896150899527786,0.7301304667415252,0.24451835534956723,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,leave_one_source_out,TCGA,structural_zero_pattern,168,1477,870,607,0.6553825321597834,0.6902895339809502,0.6788643533123029,0.886326194398682,0.4942528735632184,0.6769840368119071,0.5160898846287628,0.6762471786702563,0.24071774119972436,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_5yr_event_top75_no_cancer_feature,os_5yr,leave_one_cancer_out,BRCA,linear_molecular,818,350,249,101,0.30857142857142855,0.5081712990576166,0.45,0.9801980198019802,0.03614457831325301,0.5071374607340252,0.30129129887249584,1.5507840832671764,0.471148285610266,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_5yr_event_top75_no_cancer_feature,os_5yr,leave_one_cancer_out,BRCA,structural_zero_pattern,818,350,249,101,0.2885714285714286,0.5,0.44789356984478934,1.0,0.0,0.5099606346176786,0.30574571742888573,1.1792332399519048,0.45680562335564456,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
pooled_fixed,ALL_core_os_5yr_event_top75_no_cancer_feature,os_5yr,leave_one_cancer_out,HNSCC,linear_molecular,882,286,54,232,0.34615384615384615,0.5472541507024266,0.35738831615120276,0.22413793103448276,0.8703703703703703,0.5497286079182631,0.8484146113695072,1.3612022170966391,0.42283302876655876,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
