rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_DUX4L2,rnaseq_gene__GENE_TTTY11,rnaseq_gene__GENE_SNORA19,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_SUN5,methylation_gene__GENE_TMEM109,rnaseq_gene__GENE_KRTAP19-7,methylation_gene__GENE_ZNHIT2,rnaseq_gene__GENE_DEFB107A,methylation_gene__GENE_MOV10,methylation_gene__GENE_CNOT10,methylation_gene__GENE_IL10RB,rnaseq_gene__GENE_SNORA54,methylation_gene__GENE_COMMD5,rnaseq_gene__GENE_TBC1D21,methylation_gene__GENE_GEMIN6,methylation_gene__GENE_TYMP;SCO2,methylation_gene__GENE_RAB3GAP1,methylation_gene__GENE_TM7SF2,methylation_gene__GENE_NAA50,methylation_gene__GENE_ZMYM6,methylation_gene__GENE_TUBA1C,methylation_gene__GENE_ZFP36,methylation_gene__GENE_SPATA13,methylation_gene__GENE_MYH10,methylation_gene__GENE_TIGD3,methylation_gene__GENE_H2AFX,rnaseq_gene__GENE_DCD,methylation_gene__GENE_GPATCH1,rnaseq_gene__GENE_SCARNA18,methylation_gene__GENE_C4ORF21;LARP7,methylation_gene__GENE_RPL37,methylation_gene__GENE_PRKAG1;MLL2,methylation_gene__GENE_DLEU2;TRIM13,methylation_gene__GENE_DDX21,methylation_gene__GENE_TEF,methylation_gene__GENE_CFAP418,methylation_gene__GENE_FSIP1,methylation_gene__GENE_NF2,rnaseq_gene__GENE_SNORA38,methylation_gene__GENE_GCN1L1,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_SNORA26,methylation_gene__GENE_ZMAT2,methylation_gene__GENE_RSAD2,methylation_gene__GENE_C19ORF36;MOBKL2A,methylation_gene__GENE_PALB2;DCTN5,rnaseq_gene__GENE_DEFB123,rnaseq_gene__GENE_TTTY23,methylation_gene__GENE_STRAP,methylation_gene__GENE_MYL12A,methylation_gene__GENE_BTF3L4;TXNDC12,methylation_gene__GENE_NLK,rnaseq_gene__GENE_SNORA71D,methylation_gene__GENE_C5ORF25,methylation_gene__GENE_PRNP,methylation_gene__GENE_CCDC34,methylation_gene__GENE_TH1L,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_CTSC,methylation_gene__GENE_TPCN2,methylation_gene__GENE_MRPS34;EME2,methylation_gene__GENE_MRPL35,methylation_gene__GENE_VPS28,methylation_gene__GENE_DECR1,methylation_gene__GENE_TINF2,methylation_gene__GENE_FAH,methylation_gene__GENE_STK10,methylation_gene__GENE_C6ORF57,rnaseq_gene__GENE_SPAG11A,rnaseq_gene__GENE_DEFB132,methylation_gene__GENE_NUBP1,methylation_gene__GENE_COPZ1,methylation_gene__GENE_AK2,methylation_gene__GENE_ARPC2,methylation_gene__GENE_PDXK,rnaseq_gene__GENE_SNORA37,methylation_gene__GENE_FBXL8;TRADD,methylation_gene__GENE_CRELD1;IL17RC,rnaseq_gene__GENE_SCARNA22,methylation_gene__GENE_NIPSNAP1,rnaseq_gene__GENE_SNORA64,rnaseq_gene__GENE_C2ORF27B,methylation_gene__GENE_PGRMC2,methylation_gene__GENE_FAM73B,methylation_gene__GENE_PIP5K1A,rnaseq_gene__GENE_SNORA16A,methylation_gene__GENE_CAMK2D,rnaseq_gene__GENE_SNORA38B,methylation_gene__GENE_IQCC,methylation_gene__GENE_RGS2,methylation_gene__GENE_FCHSD2,methylation_gene__GENE_LOC283314;C1RL,rnaseq_gene__GENE_LINC01591,methylation_gene__GENE_SART3,methylation_gene__GENE_SIKE1,methylation_gene__GENE_HIC1,methylation_gene__GENE_SKAP2,methylation_gene__GENE_UBE2T,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454543,-0.045454547,-0.04545455,-0.045454547,-0.045454547,0.026213178,-0.06425547,0.11366087,-0.0510505,0.11429826,0.010354679,0.05496861,-0.062202632,0.20930603,-0.07560294,-0.08771877,0.27867046,-0.13026728,-0.0014703001,0.19318482,0.11541811,0.019325279,-0.08558077,0.34405574,0.058328282,0.22313906,0.30215257,-0.07261519,-0.008255056,-0.08420343,-0.08704222,-0.017830815,0.3459178,-0.24416125,0.8971477,-0.035964943,0.58181924,0.8357188,0.17975505,-0.06538503,0.177277,0.4177621,-0.098405525,-0.10575867,0.35076898,0.008156449,-0.17391363,-0.09053003,-0.06604976,0.23493233,-0.28215182,0.9815012,0.034324005,2.1097538,0.10902377,0.3894572,-0.026134897,0.7726025,-0.11734243,0.12509142,-0.017548116,0.6714834,-0.17547643,1.0879319,-0.07097836,0.35929692,0.0032518655,3.461759,0.3700894,-0.12514226,-0.09292495,0.19455156,-0.031772554,0.18717764,0.22928321,0.029781174,-0.12478135,0.3053059,-0.23293154,-0.08098747,0.19609515,-0.16189265,-0.12132999,0.073184624,0.76363957,0.3605754,-0.16123992,0.11325546,-0.096605115,0.5766908,0.06931686,0.14519547,-0.01896023,-0.14762473,17.972397,0.67840296,0.039419405,-0.107129686,-0.078197554,1
-0.045454547,-0.045454543,-0.045454547,-0.04545455,-0.045454547,-0.045454547,0.009785681,-0.06425547,0.13559557,-0.0510505,16.161306,0.600855,0.13687806,-0.062202632,-0.36470613,-0.07560294,-0.044347864,0.5786487,-0.07947404,0.037963275,0.72362304,0.21751869,0.17299761,-0.31306204,0.5503442,0.5645557,0.16013235,0.9582041,-0.07261519,0.23681845,-0.08420343,-0.27745387,0.0057119173,-0.08869567,0.14572643,1.0684891,-0.08489433,1.4132686,-0.24995013,0.7627627,-0.06538503,0.4791405,0.053263925,-0.098405525,0.15982834,0.75956094,-0.14802487,-0.040159047,-0.09053003,-0.06604976,0.29021448,-0.24548383,0.6352676,0.20554264,-0.1580065,-0.07909417,0.36436123,0.25378633,3.7179096,-0.11734243,-0.054314177,0.121402785,0.9998394,-0.010895384,1.5126345,-0.062286187,0.8339191,0.109125085,0.6454124,1.3565855,-0.12514226,-0.09292495,0.42224076,0.012491868,0.8185419,18.11165,0.04973634,-0.12478135,1.2490774,0.2751643,-0.08098747,-0.038713276,-0.16189265,-0.12132999,-0.3032198,2.8831508,0.9707161,-0.16123992,-0.25008965,-0.096605115,0.73733413,0.11453114,0.43831515,0.05763734,-0.14762473,0.39928702,0.9398002,0.022438632,18.189785,0.8456788,1
-0.045454547,-0.045454543,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.060223382,-0.06425547,-0.12917063,-0.0510505,-0.11717033,0.0063300165,0.10857834,-0.062202632,-0.11052783,2.16411,-0.29235527,0.19001928,-0.20457222,-0.12371717,-0.04646463,0.005088034,-0.108695276,-0.023423908,0.41996992,0.101112574,0.024295857,-0.22055374,-0.07261519,-0.33702388,-0.08420343,0.086979054,-0.053461596,0.28177342,-0.29082996,0.15897368,-0.4011718,-0.023889586,0.76980704,-0.10431009,-0.06538503,0.019352932,0.09420176,-0.098405525,0.15108275,0.2659317,-0.28808537,-0.10001507,-0.09053003,-0.06604976,-0.09947893,-0.31953806,0.3016969,0.010496432,-0.1580065,-0.11124334,-0.11603817,-0.18617858,0.10290072,-0.11734243,-0.1069755,-0.15860812,0.24021968,-0.28919947,0.20078841,-0.04369675,-0.34887475,-0.17324126,0.005263341,0.45863554,-0.12514226,-0.09292495,0.013376881,-0.42262802,0.74099326,2.3070347,0.14124183,-0.12478135,-0.18869087,-0.10649427,-0.08098747,-0.18526225,-0.16189265,-0.12132999,0.14049557,0.08211303,-0.20791431,-0.16123992,-0.08260892,-0.096605115,0.26259986,-0.24842836,0.27675828,-0.02635317,-0.14762473,-0.027870137,-0.60008526,-0.004477646,1.1719373,-0.25088772,0
-0.045454547,-0.045454543,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.026304621,-0.06425547,-0.122994564,-0.0510505,-0.03398203,0.40591368,0.0662344,-0.062202632,-0.0015903354,-0.07560294,-0.14652123,0.05776881,-0.13497671,0.03365878,0.631228,0.026608696,0.035162985,-0.21432221,0.32865962,-0.013046109,0.22933331,0.028928386,-0.07261519,-0.33843085,-0.08420343,0.2646833,0.017837567,0.26361775,-0.08885168,0.3931222,-0.07800165,-0.07874506,0.09725301,0.028933018,-0.06538503,0.342901,0.23965448,-0.098405525,-0.004928933,0.10270285,-0.23737662,-0.14620562,-0.09053003,-0.06604976,-0.37941143,-0.3866175,0.5154483,0.135227,-0.1580065,-0.14663891,0.52322453,-0.20322622,0.70102066,-0.11734243,-0.13269816,0.006305497,0.5200759,0.11557208,0.08192202,-0.14956093,0.4583473,1.239707,18.26316,0.8392299,-0.12514226,-0.09292495,-0.00077257457,-0.03154424,0.7809011,0.058819678,0.7183501,-0.12478135,0.008651567,-0.56941813,-0.08098747,-0.5268522,-0.16189265,-0.12132999,0.363666,0.1770064,-0.14132856,-0.16123992,0.11361497,-0.096605115,0.01875313,0.069039,0.06085871,11.24932,-0.14762473,0.41080758,0.9012456,0.051030345,0.34321555,0.76064897,1
-0.045454547,-0.045454543,-0.045454547,-0.04545455,-0.045454547,-0.045454547,0.021561064,-0.06425547,0.053487014,-0.0510505,-0.025634252,0.19691066,0.25374874,-0.062202632,-0.08571555,-0.07560294,-0.12734404,0.10033932,-0.039669715,-0.019521814,-0.13251951,0.12085747,0.082860716,-0.09548067,0.5402723,0.31393233,0.1923492,0.6359359,-0.07261519,-0.037625924,-0.08420343,-0.10244262,-0.017176466,0.28520945,20.086838,0.60821337,-0.04402887,0.71096694,-0.021996118,0.5551408,-0.06538503,0.6234643,-0.0104248375,-0.098405525,5.8739643,-0.28118375,-0.005881576,-0.16718751,-0.09053003,-0.06604976,0.36958387,-0.29186055,0.70423585,0.27460003,-0.1580065,-0.029306402,0.14097163,-0.040049296,-0.115355596,-0.11734243,0.034533173,0.078458354,1.8551283,0.0023622944,1.42631,-0.08740707,0.63308114,0.08407658,0.4264123,0.41062787,-0.12514226,-0.09292495,0.0345565,0.011976436,-0.08719313,-0.005475821,0.0313175,-0.12478135,0.6705365,0.7790332,-0.08098747,-0.038159743,-0.16189265,-0.12132999,0.044678032,2.6807683,0.26170567,-0.16123992,1.1760465,-0.096605115,0.51452565,0.25667304,0.3547596,0.3259138,-0.14762473,0.4736735,0.8738034,-0.0013648476,0.17539129,0.5338916,0
-0.045454547,-0.045454543,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.05650264,-0.06425547,0.066743255,-0.0510505,-0.04719661,0.026620133,0.15540007,-0.062202632,-0.30784377,-0.07560294,-0.12974872,0.4566397,-0.11832585,-0.096599326,0.09288953,0.01601754,-0.06850041,-0.19922638,-0.003324773,0.20401385,0.057744913,0.078390144,-0.07261519,-0.13011433,-0.08420343,-0.20647463,-0.14053564,0.22577436,0.24605928,-0.1391421,-0.060972303,-0.043662205,0.0130242165,-0.20364346,-0.06538503,0.13371089,0.2623861,-0.098405525,-0.316023,1.3006067,0.10324978,-0.06262213,-0.09053003,-0.06604976,-0.021209082,-0.2945823,0.6707714,0.22721255,-0.1580065,-0.051681112,0.30003548,0.06862429,-0.3951858,-0.11734243,0.24994503,-0.10464403,-0.21480395,0.0073755896,0.12515736,-0.16853513,0.03945884,0.13401742,0.02472181,-0.2361239,-0.12514226,-0.09292495,0.44079664,0.038224,0.3087004,0.73633987,0.4733929,-0.12478135,-0.4424442,-0.23405688,-0.08098747,-0.011247987,-0.16189265,-0.12132999,-0.06061791,0.67440087,-0.44651133,-0.16123992,0.02398397,-0.096605115,17.724586,0.09074532,0.2834788,-0.19191629,-0.14762473,0.39452362,0.225244,-0.038981043,0.25143638,0.01171839,0
-0.045454547,-0.045454543,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.008823827,-0.06425547,0.16205356,-0.0510505,-0.0985878,-0.24740428,0.014689917,-0.062202632,-0.25077528,-0.07560294,-0.33402637,0.057833895,0.034408025,-0.15822075,-0.29218262,-0.045659754,0.0021444163,-0.25449434,0.5249141,-0.5187829,-0.02651372,-0.42456496,-0.07261519,-0.0456328,-0.08420343,-0.29687205,-0.08901555,-0.15239102,0.07734514,-0.64583874,-0.08799398,-0.27299696,-0.13361834,-0.84237033,-0.06538503,-0.111397125,0.29032528,-0.098405525,-0.29296565,-0.5442213,-0.18463905,0.30304617,-0.09053003,-0.06604976,-0.28579336,-0.27685982,-0.71389365,0.24023153,-0.1580065,0.17339885,-0.2542429,-0.016003717,-0.6237204,-0.11734243,-0.034578286,-0.036171798,0.44579038,-0.41074753,-0.56893086,-0.20739904,-0.42912552,-0.08808751,-0.079887465,-0.27852258,-0.12514226,-0.09292495,-0.28320163,-0.07721394,-0.509517,0.048147082,-0.3003769,-0.12478135,-0.4519718,-0.47703978,-0.08098747,-0.19372441,-0.16189265,-0.12132999,-0.4620957,-0.68476224,-0.2624406,-0.16123992,-0.0735961,-0.096605115,-0.2637369,-0.11580079,-0.08279824,-0.32472986,-0.14762473,-0.025596527,-0.05300864,-0.024598818,0.3659446,-0.4694129,1
