rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_SNAR-A2,rnaseq_gene__GENE_CDY1B,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_RBMY1A1,rnaseq_gene__GENE_TSPY4,methylation_gene__GENE_OSBPL6,methylation_gene__GENE_GPI,rnaseq_gene__GENE_LRRC30,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_LOC646813,methylation_gene__GENE_EXT1,rnaseq_gene__GENE_OR10J1,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_PNN,rnaseq_gene__GENE_TSPY2,rnaseq_gene__GENE_VN1R4,methylation_gene__GENE_CASP6,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_PRAMEF16,rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_TAAR6,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_MAP3K9,methylation_gene__GENE_ZNF721;PIGG,rnaseq_gene__GENE_KRTAP19-6,methylation_gene__GENE_NDE1;KIAA0430,methylation_gene__GENE_CNP,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_C20ORF166,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_CDK5RAP1,methylation_gene__GENE_SCRIB,methylation_gene__GENE_BID,rnaseq_gene__GENE_DEFB104A,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_GSC2,methylation_gene__GENE_RSPH3,rnaseq_gene__GENE_DEFB129,methylation_gene__GENE_YJU2B,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_ONECUT3,methylation_gene__GENE_VEGFB,methylation_gene__GENE_B2M,methylation_gene__GENE_PPP2R5D,rnaseq_gene__GENE_SRY,methylation_gene__GENE_FRY,rnaseq_gene__GENE_OR6C4,methylation_gene__GENE_NACC1;TRMT1,rnaseq_gene__GENE_OTUD6A,rnaseq_gene__GENE_FAM99A,methylation_gene__GENE_PTGR2,rnaseq_gene__GENE_DHRS7C,methylation_gene__GENE_SDC1,rnaseq_gene__GENE_DAZ1,methylation_gene__GENE_RPUSD2,methylation_gene__GENE_ATP5S;L2HGDH,methylation_gene__GENE_ASAH1,methylation_gene__GENE_ADK;AP3M1,methylation_gene__GENE_ENTPD6,rnaseq_gene__GENE_FGF6,rnaseq_gene__GENE_TECRL,methylation_gene__GENE_ST3GAL1,methylation_gene__GENE_GMCL1,methylation_gene__GENE_NAT14,methylation_gene__GENE_DIS3L,rnaseq_gene__GENE_ZNF735,rnaseq_gene__GENE_MAGEB10,rnaseq_gene__GENE_OR8K3,methylation_gene__GENE_ZNF624,methylation_gene__GENE_MDK,rnaseq_gene__GENE_LIM2,methylation_gene__GENE_C6ORF47,methylation_gene__GENE_CYP51A1,rnaseq_gene__GENE_NKX6-2,rnaseq_gene__GENE_CSRP3,rnaseq_gene__GENE_DKFZP434L192,rnaseq_gene__GENE_PRODH2,rnaseq_gene__GENE_MOS,methylation_gene__GENE_AKT1,rnaseq_gene__GENE_SPANXE,rnaseq_gene__GENE_MYL1,methylation_gene__GENE_TPP1,methylation_gene__GENE_CNIH,methylation_gene__GENE_ITPA,rnaseq_gene__GENE_PRAMEF22,target
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,-0.040199555,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,0.024985047,0.20043744,-0.05803116,-0.0679732,-0.07355285,0.2724021,-0.07421895,0.23093128,-0.042500064,0.92409426,-0.061702468,-0.054831173,0.43147662,-0.13785753,-0.07234395,-0.08720162,-0.08606776,-0.06925289,0.7585861,-0.057666454,0.57670254,0.42173645,-0.041330405,0.13529193,0.8835326,0.24027158,-0.11526267,0.32707933,0.22245051,-0.41032338,0.27185285,-0.048288155,-0.083192356,-0.05877857,1.8004966,-0.06825314,0.42896795,-0.059162382,-0.06940588,-0.071920976,-0.17079495,-0.019082772,0.72174776,-0.06418999,0.25627154,-0.0583981,1.1414319,-0.1489025,-0.069542356,0.15393122,1.7362952,2.29268,-0.08408102,0.49858165,0.9158221,0.3274703,0.15196294,0.28123093,-0.08795058,-0.11196494,0.64437985,1.1340773,-0.34909916,0.04163547,-0.09391567,0.8101285,-0.08367701,0.6220517,-0.09426317,-0.23341642,0.23512019,0.31500235,-0.09467098,-0.15924661,-0.16218084,1.7141361,-0.09939945,0.6670757,-0.17491919,-0.15378062,-0.10161546,0.58171415,0.33710602,-0.11066106,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,-0.040199555,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,0.29696387,0.18294889,-0.05803116,-0.0679732,-0.07355285,0.047453728,-0.07421895,-0.035036173,-0.042500064,0.36188236,-0.061702468,-0.054831173,0.37512636,0.23064291,-0.07234395,-0.08720162,-0.08606776,-0.06925289,-0.14113313,-0.057666454,0.2569746,0.30067533,-0.041330405,-0.059406396,0.29769805,0.8020264,-0.11526267,0.63045555,0.7981819,0.15346035,0.77753603,-0.048288155,-0.083192356,-0.05877857,0.28290993,-0.06825314,0.4818272,-0.059162382,-0.06940588,-0.071920976,-0.18246691,0.17234565,0.30446488,-0.06418999,0.6557903,-0.0583981,0.19510004,-0.1489025,-0.069542356,-0.06924885,-0.17625973,0.6688122,-0.08408102,0.54176915,0.05212484,-0.029027075,-0.0008208119,0.3547302,-0.08795058,-0.11196494,0.5072738,0.34237644,-0.0035445255,0.005384936,-0.09391567,-0.1653577,-0.08367701,0.15315995,-0.11937862,-0.23341642,0.52101994,0.2938332,-0.09467098,-0.15924661,-0.16218084,-0.16565828,-0.09939945,-0.20129359,-0.17491919,-0.15378062,0.025402108,0.044528294,-0.005793088,-0.11066106,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,13.4373045,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,-0.12225317,-0.16173632,-0.05803116,29.66682,-0.07355285,-0.22995704,-0.07421895,-0.4062858,-0.042500064,0.05508806,-0.061702468,-0.054831173,0.38779214,-0.5697412,-0.07234395,-0.08720162,-0.08606776,-0.06925289,-0.04141815,-0.057666454,-0.30798945,-0.30156872,-0.041330405,0.24955367,-0.27653405,-0.2746765,-0.11526267,-0.22629943,-0.62134945,-0.6014492,-0.80404365,-0.048288155,-0.083192356,19.78605,0.363912,-0.06825314,-0.36832228,-0.059162382,6.499733,-0.071920976,-0.33989236,-0.3136486,-0.0068120486,-0.06418999,-0.41832557,-0.0583981,-0.39243972,-0.1489025,-0.069542356,-0.14977585,-0.17625973,-0.1538012,-0.08408102,0.48221505,-0.970754,0.66419744,-0.19678165,-0.26187956,-0.08795058,-0.11196494,-0.28232503,-0.47632927,-0.21582314,-0.15640284,-0.09391567,-0.1653577,-0.08367701,-0.34459332,-0.285212,-0.23341642,-0.3384416,-0.17207763,1.5501657,0.49590597,-0.16218084,-0.16565828,-0.09939945,0.7038841,-0.17491919,-0.15378062,-0.42391214,-0.18355137,1.2722404,-0.11066106,1
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,-0.040199555,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,0.10678903,-0.08343716,-0.05803116,-0.0679732,-0.07355285,0.03866025,-0.07421895,0.12011606,-0.042500064,-0.15852861,-0.061702468,-0.054831173,-0.17719148,-0.060981262,-0.07234395,-0.08720162,-0.08606776,-0.06925289,-0.1266541,-0.057666454,0.20228925,-0.04891446,-0.041330405,-0.5443985,0.14428157,0.001589194,-0.11526267,-0.06348308,-0.05709003,0.61090565,-0.20232221,-0.048288155,-0.083192356,-0.05877857,-0.8841017,-0.06825314,-0.3793243,-0.059162382,-0.06940588,-0.071920976,-0.15632717,-0.18398409,0.41056055,-0.06418999,-0.1538763,-0.0583981,-0.39563727,-0.1489025,-0.069542356,-0.11398026,-0.17625973,-0.21289678,-0.08408102,-0.037392955,-0.061688613,0.10124547,-0.09701469,0.49037334,-0.08795058,-0.11196494,0.22784412,0.05669328,-0.23018494,-0.23674446,-0.09391567,2.178494,-0.08367701,-0.08773452,-0.027386734,-0.23341642,-0.00924547,-0.18359837,-0.09467098,-0.15924661,-0.16218084,-0.16565828,-0.09939945,0.14906573,-0.17491919,0.6656477,0.06663842,0.069383554,0.40266174,-0.11066106,1
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,-0.040199555,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,0.2558799,0.1791918,-0.05803116,-0.0679732,-0.07355285,0.28250474,-0.07421895,0.17854363,-0.042500064,-0.15706192,-0.061702468,-0.054831173,-0.11403511,-0.022669125,-0.07234395,-0.08720162,-0.08606776,-0.06925289,-0.07377817,-0.057666454,0.039493494,0.0036797028,-0.041330405,-0.27538082,0.21447335,0.120217554,-0.11526267,-0.092039905,0.1880384,0.58261806,-0.20814203,-0.048288155,-0.083192356,-0.05877857,-0.3715321,-0.06825314,-0.272925,-0.059162382,-0.06940588,-0.071920976,0.23164392,-0.008716016,0.37450778,-0.06418999,16.977419,-0.0583981,-0.24454752,-0.1489025,-0.069542356,-0.1532109,-0.17625973,0.25102252,-0.08408102,10.229894,4.849765e-05,-0.4016427,0.058151405,0.034216244,-0.08795058,-0.11196494,0.15581416,-0.003098298,-0.006983331,-0.3252559,-0.09391567,1.7176727,-0.08367701,-0.03270296,0.054466035,3.677241,0.05923718,-0.09363314,-0.09467098,-0.15924661,-0.16218084,-0.16565828,-0.09939945,-0.11088105,-0.17491919,-0.15378062,-0.3469324,0.11994856,-0.22887963,-0.11066106,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,-0.040199555,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,-0.5345155,-0.09081804,-0.05803116,-0.0679732,-0.07355285,-0.28989932,-0.07421895,-0.667513,-0.042500064,-0.33125073,-0.061702468,-0.054831173,-0.12802352,-0.3458404,-0.07234395,-0.08720162,-0.08606776,-0.06925289,-0.12523481,-0.057666454,-0.37810174,-0.1752615,-0.041330405,0.04094773,-0.22647238,-0.38270107,-0.11526267,-0.23640743,-0.35040656,-0.21392961,0.43817562,-0.048288155,-0.083192356,-0.05877857,0.7063027,-0.06825314,-0.11712981,-0.059162382,-0.06940588,-0.071920976,-0.5688526,-0.37691867,-0.49489924,-0.06418999,-0.38734296,-0.0583981,-0.17031978,-0.1489025,-0.069542356,-0.58054376,-0.17625973,-0.89587355,-0.08408102,-0.029444681,-0.0794803,-0.042180724,-0.00663038,-0.50677174,-0.08795058,-0.11196494,-0.6440362,-0.2841756,-0.42433253,1.5661972,-0.09391567,-0.1653577,-0.08367701,-0.013435239,-0.4113138,-0.23341642,-0.20306486,-0.25319222,-0.09467098,-0.15924661,-0.16218084,-0.16565828,-0.09939945,-0.85636276,-0.17491919,-0.15378062,-0.363927,-0.5922564,-0.12336554,-0.11066106,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,-0.040199555,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,0.13930462,0.21865353,-0.05803116,-0.0679732,-0.07355285,1.1712027,-0.07421895,0.28691253,-0.042500064,-0.20581603,-0.061702468,-0.054831173,-0.10197237,-0.10993154,-0.07234395,-0.08720162,-0.08606776,-0.06925289,-0.107154295,-0.057666454,-0.0024062146,-0.10377556,-0.041330405,-0.44776422,0.2686984,-0.20360105,-0.11526267,0.041251127,-0.29031622,0.80332845,-0.22618856,-0.048288155,-0.083192356,-0.05877857,-0.03202064,-0.06825314,-0.3740348,-0.059162382,-0.06940588,-0.071920976,0.14653066,-0.3203171,0.40352193,-0.06418999,-0.0113974,-0.0583981,-0.17821845,-0.1489025,-0.069542356,-0.23486212,-0.17625973,-0.110777356,-0.08408102,-0.14244261,0.06265122,-0.074454516,0.1224443,-0.021814073,-0.08795058,-0.11196494,0.06906666,0.18948545,-0.08323812,-0.4608911,-0.09391567,-0.1653577,-0.08367701,-0.08600272,-0.029268336,-0.23341642,0.016322687,-0.07979649,-0.09467098,-0.15924661,-0.16218084,-0.16565828,-0.09939945,0.15395446,-0.17491919,-0.15378062,-0.23020424,-0.027962904,0.21274723,-0.11066106,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,-0.040199555,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,0.2127286,0.06073366,-0.05803116,-0.0679732,-0.07355285,-0.093570836,-0.07421895,0.020665038,-0.042500064,-0.14915372,-0.061702468,-0.054831173,0.04140262,0.03748442,-0.07234395,-0.08720162,-0.08606776,29.499832,-0.39314377,-0.057666454,0.639818,0.2391726,-0.041330405,-0.15298854,0.10937657,0.48425657,-0.11526267,0.10422674,-0.04568205,0.5055419,-0.12849128,-0.048288155,-0.083192356,-0.05877857,-0.06818555,-0.06825314,0.10437643,-0.059162382,-0.06940588,-0.071920976,-0.09600338,0.5825816,1.1453167,-0.06418999,-0.091064334,-0.0583981,-0.21437827,-0.1489025,-0.069542356,0.71555626,-0.17625973,-0.43352103,-0.08408102,0.4566232,0.40849096,0.42293563,0.070752665,0.3172136,-0.08795058,-0.11196494,0.11929931,0.29620782,-0.39061576,0.114990875,-0.09391567,-0.1653577,-0.08367701,0.6777469,0.055417646,-0.23341642,0.16468681,0.33931962,-0.09467098,-0.15924661,-0.16218084,-0.16565828,-0.09939945,0.95111585,8.846061,-0.15378062,0.08233936,0.05843391,-0.25537145,-0.11066106,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,-0.040199555,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,-0.15361354,-0.3852079,-0.05803116,-0.0679732,-0.07355285,-0.3694716,-0.07421895,-0.44447336,-0.042500064,-0.48219112,-0.061702468,-0.054831173,-0.45180196,0.12205048,-0.07234395,-0.08720162,-0.08606776,-0.06925289,-0.6482932,-0.057666454,-0.21860923,-0.23807757,-0.041330405,-0.40845042,-0.4233401,-0.63090295,-0.11526267,-0.14184256,-0.9716124,0.17565227,-0.096975856,-0.048288155,-0.083192356,-0.05877857,-0.3862068,-0.06825314,-0.6309136,-0.059162382,-0.06940588,-0.071920976,1.5840603,-0.48867714,-0.89842886,-0.06418999,-0.42714083,-0.0583981,4.415684,-0.1489025,-0.069542356,-0.079971455,-0.17625973,-1.099877,-0.08408102,-0.23226331,0.2170256,-0.4526571,-0.5047256,-0.63385886,-0.08795058,-0.11196494,-0.7239059,-0.64196527,-0.6196023,-0.6028995,-0.09391567,-0.1653577,-0.08367701,0.093627945,-0.36454064,-0.23341642,-0.31292534,-0.20483275,-0.09467098,-0.15924661,-0.16218084,-0.16565828,-0.09939945,-1.1281862,-0.17491919,-0.15378062,-0.42046073,-0.5927945,-0.75567347,-0.11066106,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.039873518,-0.040199555,-0.04061949,-0.04756436,-0.050053358,-0.044386145,-0.035875507,0.045141302,0.19646877,4.4684606,-0.0679732,-0.07355285,0.22430259,-0.07421895,0.37145784,-0.042500064,-0.12249072,-0.061702468,-0.054831173,-0.0295345,-0.04518739,2.6616113,-0.08720162,5.717438,-0.06925289,-0.15689152,-0.057666454,-0.06892276,0.0320534,-0.041330405,-0.14209785,0.160025,-0.048224147,-0.11526267,0.024911541,-0.039698705,0.49732104,0.03582428,-0.048288155,-0.083192356,-0.05877857,-0.1886873,-0.06825314,0.13953227,-0.059162382,-0.06940588,-0.071920976,0.7058375,-0.19716755,0.4799726,-0.06418999,0.0053541134,-0.0583981,-0.5251848,-0.1489025,-0.069542356,-0.3115122,4.046281,0.9274533,-0.08408102,0.020923164,0.054476775,-0.34034875,-0.14327101,0.24420565,-0.08795058,-0.11196494,-0.07876867,0.1411506,-0.06739922,-0.47691375,-0.09391567,-0.1653577,-0.08367701,-0.009135867,-0.027187752,-0.23341642,-0.054448042,-0.16648886,-0.09467098,-0.15924661,-0.16218084,-0.16565828,-0.09939945,0.1312032,-0.17491919,-0.15378062,-0.30928355,-0.035289913,0.47417513,-0.11066106,1
