rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_PRAMEF16,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_CT47A6,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_OR9I1,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_TSPY2,methylation_gene__GENE_GPI,rnaseq_gene__GENE_RBMY1A1,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_OR4D9,rnaseq_gene__GENE_OR7G2,rnaseq_gene__GENE_DEFB118,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_LINC01020,rnaseq_gene__GENE_OR2T1,methylation_gene__GENE_SCRIB,methylation_gene__GENE_VEGFA,rnaseq_gene__GENE_OR7G1,rnaseq_gene__GENE_OR5A1,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_IQCF5,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_DKFZP434L192,rnaseq_gene__GENE_OR1I1,rnaseq_gene__GENE_OR1S1,rnaseq_gene__GENE_SCARNA8,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_OR5W2,rnaseq_gene__GENE_SNORA11B,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_CST8,rnaseq_gene__GENE_TMIGD1,methylation_gene__GENE_C19ORF24,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_OR2W5,rnaseq_gene__GENE_SNORA54,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_OR8I2,methylation_gene__GENE_YAP1,rnaseq_gene__GENE_ONECUT3,rnaseq_gene__GENE_KCNK18,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_PSG7,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_HPVC1,rnaseq_gene__GENE_KRTAP15-1,methylation_gene__GENE_SART3,rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_OR2M1P,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_KIF2B,rnaseq_gene__GENE_IFNA14,rnaseq_gene__GENE_GALNTL5,rnaseq_gene__GENE_GSC2,methylation_gene__GENE_QTRT1,rnaseq_gene__GENE_IL3,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_OR4L1,rnaseq_gene__GENE_HSD3B1,rnaseq_gene__GENE_KRTAP24-1,rnaseq_gene__GENE_MOS,rnaseq_gene__GENE_LINC00442,methylation_gene__GENE_ENO2,methylation_gene__GENE_SYPL1,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_OR10T2,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_OR5AC2,rnaseq_gene__GENE_OR51L1,rnaseq_gene__GENE_OR5D16,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_CRYGA,rnaseq_gene__GENE_UBE2DNL,rnaseq_gene__GENE_SNORA69,methylation_gene__GENE_RBP5;CLSTN3,rnaseq_gene__GENE_OR6C76,rnaseq_gene__GENE_OR4C13,rnaseq_gene__GENE_KRTAP5-11,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_RAB9BP1,rnaseq_gene__GENE_ZNF735,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.08720162,-0.030400895,-0.030400895,-0.050053358,-0.07421895,-0.07234395,-0.14370757,-0.030400895,-0.040199555,-0.06940588,-0.04756436,-0.030400895,0.59649277,-0.04061949,-0.035875507,-0.030400893,-0.08606776,-0.084201984,-0.039873518,-0.030400896,-0.057666454,-0.061702468,0.20043744,-0.044386145,-0.059134748,-0.05562216,-0.06825314,-0.10281369,-0.06859739,-0.13369994,-0.083192356,-0.1724362,-0.06331775,-0.41032338,-0.04435848,-0.06987374,-0.09926551,-0.054831173,-0.09630276,0.7585861,-0.16218084,-0.09172271,-0.050438117,-0.16951889,-0.0679732,-0.042821996,-0.082764626,-0.074266955,-0.15146537,-0.13838363,-0.013400931,-0.050521668,2.0266945,-0.18646805,0.48104048,-0.051938124,0.46086866,-0.071920976,-0.12371241,0.23093128,1.4590394,-0.2157582,-0.16757613,-0.055652253,0.4417737,-0.04645165,-0.10272443,0.24027158,-0.13158298,-0.18716085,-0.11692425,-0.05877857,0.092756815,-0.22086798,-0.030400898,-0.052030247,-0.41950408,-0.13610537,-0.09939945,-0.17408647,0.07336908,0.61588115,-0.04597636,0.9196133,-0.065219104,-0.12434906,-0.08507758,-0.0686956,-0.06780475,-0.08408102,-0.07638114,-0.15623061,-0.08561648,-0.27694494,-0.07708009,-0.10578322,-0.21476083,-0.030400895,-0.060245723,-0.09391567,0
-0.08720162,-0.030400895,-0.030400895,-0.050053358,-0.07421895,-0.07234395,-0.14370757,-0.030400895,13.4373045,6.499733,-0.04756436,-0.030400895,-0.032206632,-0.04061949,-0.035875507,-0.030400893,-0.08606776,-0.084201984,-0.039873518,-0.030400896,-0.057666454,-0.061702468,-0.16173632,-0.044386145,-0.059134748,-0.05562216,-0.06825314,-0.10281369,-0.06859739,-0.13369994,-0.083192356,-0.1724362,-0.06331775,-0.6014492,-0.0075936196,-0.06987374,-0.09926551,-0.054831173,-0.09630276,-0.04141815,-0.16218084,-0.09172271,-0.050438117,-0.16951889,29.66682,-0.042821996,-0.082764626,-0.074266955,-0.15146537,-0.13838363,0.07216099,-0.050521668,-0.14741206,-0.18646805,-0.057804774,-0.051938124,-0.61574864,-0.071920976,-0.12371241,-0.4062858,-0.18492761,-0.2157582,-0.16757613,-0.055652253,0.46088958,-0.04645165,-0.10272443,-0.2746765,-0.13158298,-0.18716085,15.865079,19.78605,-0.31691542,-0.22086798,-0.030400898,-0.052030247,-0.41950408,-0.13610537,-0.09939945,-0.17408647,-0.6882903,-0.4134138,-0.04597636,-0.4006596,-0.065219104,-0.12434906,-0.08507758,-0.0686956,-0.06780475,-0.08408102,-0.07638114,-0.15623061,-0.08561648,-0.020897005,-0.07708009,-0.10578322,-0.21476083,-0.030400895,-0.060245723,-0.09391567,1
-0.08720162,-0.030400895,-0.030400895,-0.050053358,-0.07421895,-0.07234395,-0.14370757,-0.030400895,-0.040199555,-0.06940588,-0.04756436,-0.030400895,-0.016315434,-0.04061949,-0.035875507,-0.030400893,-0.08606776,-0.084201984,-0.039873518,-0.030400896,-0.057666454,-0.061702468,-0.08343716,-0.044386145,-0.059134748,-0.05562216,-0.06825314,-0.10281369,-0.06859739,-0.13369994,-0.083192356,2.4205139,-0.06331775,0.61090565,0.131724,-0.06987374,-0.09926551,-0.054831173,-0.09630276,-0.1266541,-0.16218084,-0.09172271,-0.050438117,-0.16951889,-0.0679732,-0.042821996,-0.082764626,-0.074266955,-0.15146537,-0.13838363,0.023367934,-0.050521668,-0.14741206,-0.18646805,0.051245335,-0.051938124,0.6798048,-0.071920976,-0.12371241,0.12011606,-0.18492761,-0.2157582,-0.16757613,-0.055652253,0.21971548,-0.04645165,-0.10272443,0.001589194,-0.13158298,-0.18716085,-0.11692425,-0.05877857,-0.20841007,-0.22086798,-0.030400898,-0.052030247,0.22542645,-0.13610537,-0.09939945,-0.17408647,0.35366178,-0.41529012,-0.04597636,-0.24516787,-0.065219104,-0.12434906,-0.08507758,-0.0686956,-0.06780475,-0.08408102,-0.07638114,-0.15623061,-0.08561648,-0.16057037,-0.07708009,-0.10578322,3.9727807,-0.030400895,-0.060245723,-0.09391567,1
-0.08720162,-0.030400895,-0.030400895,-0.050053358,-0.07421895,-0.07234395,-0.14370757,-0.030400895,-0.040199555,-0.06940588,-0.04756436,-0.030400895,-0.26756728,-0.04061949,-0.035875507,-0.030400893,-0.08606776,-0.084201984,-0.039873518,-0.030400896,-0.057666454,-0.061702468,0.1791918,-0.044386145,-0.059134748,-0.05562216,-0.06825314,-0.10281369,-0.06859739,-0.13369994,-0.083192356,3.3752687,-0.06331775,0.58261806,0.92865384,-0.06987374,-0.09926551,-0.054831173,-0.09630276,-0.07377817,-0.16218084,-0.09172271,-0.050438117,-0.16951889,-0.0679732,-0.042821996,-0.082764626,-0.074266955,-0.15146537,-0.13838363,0.16804264,-0.050521668,-0.14741206,-0.18646805,-0.02134801,-0.051938124,0.37192392,-0.071920976,-0.12371241,0.17854363,-0.18492761,-0.2157582,-0.16757613,-0.055652253,0.15121952,-0.04645165,-0.10272443,0.120217554,2.936548,-0.18716085,-0.11692425,-0.05877857,-0.08217289,-0.22086798,-0.030400898,-0.052030247,-0.41950408,-0.13610537,-0.09939945,-0.17408647,-0.2708802,-0.14935572,-0.04597636,-0.6873589,-0.065219104,-0.12434906,-0.08507758,-0.0686956,-0.06780475,-0.08408102,-0.07638114,-0.15623061,-0.08561648,-0.0764692,-0.07708009,-0.10578322,-0.21476083,-0.030400895,-0.060245723,-0.09391567,0
-0.08720162,-0.030400895,-0.030400895,-0.050053358,-0.07421895,-0.07234395,-0.14370757,-0.030400895,-0.040199555,-0.06940588,-0.04756436,-0.030400895,-0.24715324,-0.04061949,-0.035875507,-0.030400893,-0.08606776,-0.084201984,-0.039873518,-0.030400896,-0.057666454,-0.061702468,0.24034937,-0.044386145,-0.059134748,-0.05562216,-0.06825314,-0.10281369,-0.06859739,-0.13369994,-0.083192356,-0.1724362,-0.06331775,-0.0016824864,-0.3656297,-0.06987374,-0.09926551,-0.054831173,-0.09630276,-0.16323148,-0.16218084,-0.09172271,-0.050438117,-0.16951889,-0.0679732,-0.042821996,-0.082764626,-0.074266955,-0.15146537,-0.13838363,0.02432365,-0.050521668,-0.14741206,-0.18646805,0.09360264,-0.051938124,0.2677298,-0.071920976,-0.12371241,0.31953079,-0.18492761,-0.2157582,-0.16757613,-0.055652253,-0.054238815,-0.04645165,6.020494,-0.09867363,-0.13158298,-0.18716085,-0.11692425,-0.05877857,-0.1974051,8.491078,-0.030400898,-0.052030247,-0.41950408,-0.13610537,-0.09939945,-0.17408647,-0.0915964,-0.32727182,-0.04597636,-1.193131,-0.065219104,-0.12434906,-0.08507758,-0.0686956,-0.06780475,-0.08408102,-0.07638114,-0.15623061,-0.08561648,-0.1490745,-0.07708009,-0.10578322,-0.21476083,-0.030400895,-0.060245723,-0.09391567,0
-0.08720162,-0.030400895,-0.030400895,-0.050053358,-0.07421895,-0.07234395,-0.14370757,-0.030400895,-0.040199555,-0.06940588,-0.04756436,-0.030400895,-0.72791964,-0.04061949,-0.035875507,-0.030400893,-0.08606776,-0.084201984,-0.039873518,-0.030400896,-0.057666454,-0.061702468,-0.39433774,-0.044386145,-0.059134748,-0.05562216,-0.06825314,-0.10281369,1.8795662,-0.13369994,-0.083192356,4.248955,-0.06331775,-0.42612198,-0.26771,-0.06987374,-0.09926551,-0.054831173,-0.09630276,-0.16216893,-0.16218084,13.675783,-0.050438117,-0.16951889,-0.0679732,-0.042821996,-0.082764626,-0.074266955,-0.15146537,-0.13838363,-0.09193348,-0.050521668,-0.14741206,-0.18646805,0.4394913,-0.051938124,0.72275716,-0.071920976,-0.12371241,-0.4240292,-0.18492761,-0.2157582,-0.16757613,-0.055652253,0.17392717,-0.04645165,-0.10272443,-0.14644094,-0.13158298,-0.18716085,-0.11692425,-0.05877857,-0.3880481,-0.22086798,-0.030400898,-0.052030247,-0.41950408,-0.13610537,-0.09939945,-0.17408647,-0.7740745,0.06226441,-0.04597636,-2.6807249,-0.065219104,-0.12434906,-0.08507758,-0.0686956,-0.06780475,-0.08408102,-0.07638114,-0.15623061,-0.08561648,-0.2227331,13.2352705,-0.10578322,-0.21476083,-0.030400895,-0.060245723,-0.09391567,0
-0.08720162,-0.030400895,-0.030400895,-0.050053358,-0.07421895,-0.07234395,-0.14370757,-0.030400895,-0.040199555,-0.06940588,-0.04756436,-0.030400895,0.2807133,-0.04061949,-0.035875507,-0.030400893,-0.08606776,-0.084201984,-0.039873518,-0.030400896,-0.057666454,-0.061702468,0.10668483,-0.044386145,-0.059134748,-0.05562216,-0.06825314,-0.10281369,-0.06859739,-0.13369994,-0.083192356,-0.1724362,-0.06331775,-0.30329698,-0.17836002,-0.06987374,-0.09926551,-0.054831173,-0.09630276,-0.33878514,-0.16218084,-0.09172271,-0.050438117,-0.16951889,-0.0679732,-0.042821996,-0.082764626,-0.074266955,-0.15146537,-0.13838363,-0.011554832,-0.050521668,2.3434784,-0.18646805,0.1191499,-0.051938124,-0.53580815,-0.071920976,-0.12371241,0.5869054,-0.18492761,-0.2157582,-0.16757613,-0.055652253,-0.43027908,-0.04645165,-0.10272443,-0.089279756,-0.13158298,-0.18716085,-0.11692425,-0.05877857,-0.12025947,-0.22086798,-0.030400898,-0.052030247,0.10422162,-0.13610537,4.320285,-0.17408647,-0.14172249,-0.10067958,-0.04597636,0.38272366,-0.065219104,-0.12434906,-0.08507758,-0.0686956,-0.06780475,-0.08408102,-0.07638114,-0.15623061,-0.08561648,-0.09537885,-0.07708009,-0.10578322,1.2993833,-0.030400895,-0.060245723,-0.09391567,0
-0.08720162,-0.030400895,-0.030400895,-0.050053358,-0.07421895,-0.07234395,-0.14370757,-0.030400895,-0.040199555,-0.06940588,-0.04756436,-0.030400895,-0.8805329,-0.04061949,-0.035875507,-0.030400893,-0.08606776,-0.084201984,-0.039873518,-0.030400896,-0.057666454,-0.061702468,-0.3852079,-0.044386145,-0.059134748,-0.05562216,-0.06825314,-0.10281369,-0.06859739,-0.13369994,-0.083192356,-0.1724362,-0.06331775,0.17565227,-0.4224554,-0.06987374,-0.09926551,-0.054831173,-0.09630276,-0.6482932,-0.16218084,-0.09172271,-0.050438117,-0.16951889,-0.0679732,-0.042821996,-0.082764626,-0.074266955,-0.15146537,-0.13838363,-0.3350704,-0.050521668,-0.14741206,-0.18646805,-0.71577716,-0.051938124,-0.33538756,-0.071920976,-0.12371241,-0.44447336,-0.18492761,-0.2157582,-0.16757613,-0.055652253,1.0704455,-0.04645165,-0.10272443,-0.63090295,-0.13158298,-0.18716085,-0.11692425,-0.05877857,-0.2507075,-0.22086798,-0.030400898,-0.052030247,-0.41950408,-0.13610537,-0.09939945,-0.17408647,7.1797347,-0.52993363,-0.04597636,-0.5271776,-0.065219104,-0.12434906,-0.08507758,-0.0686956,-0.06780475,-0.08408102,-0.07638114,-0.15623061,-0.08561648,-0.00652374,-0.07708009,-0.10578322,1.1919477,-0.030400895,-0.060245723,-0.09391567,0
-0.08720162,-0.030400895,-0.030400895,-0.050053358,-0.07421895,-0.07234395,-0.14370757,-0.030400895,-0.040199555,-0.06940588,-0.04756436,-0.030400895,-0.40429112,-0.04061949,-0.035875507,-0.030400893,-0.08606776,-0.084201984,-0.039873518,-0.030400896,-0.057666454,-0.061702468,0.11527684,-0.044386145,-0.059134748,-0.05562216,-0.06825314,-0.10281369,-0.06859739,-0.13369994,-0.083192356,-0.1724362,-0.06331775,0.52590865,0.07120265,-0.06987374,-0.09926551,-0.054831173,-0.09630276,-0.15487866,-0.16218084,-0.09172271,-0.050438117,-0.16951889,-0.0679732,-0.042821996,-0.082764626,-0.074266955,-0.15146537,-0.13838363,0.168116,-0.050521668,-0.14741206,-0.18646805,-0.3320806,-0.051938124,0.21324275,-0.071920976,-0.12371241,0.12004117,-0.18492761,-0.2157582,-0.16757613,-0.055652253,0.11168946,-0.04645165,-0.10272443,-0.34989718,4.692915,-0.18716085,-0.11692425,-0.05877857,-0.28232476,-0.22086798,-0.030400898,-0.052030247,-0.41950408,-0.13610537,-0.09939945,-0.17408647,-0.27726114,-0.2501635,-0.04597636,-0.018361848,-0.065219104,-0.12434906,-0.08507758,-0.0686956,-0.06780475,-0.08408102,-0.07638114,-0.15623061,-0.08561648,-0.09138854,-0.07708009,-0.10578322,-0.21476083,-0.030400895,-0.060245723,-0.09391567,0
