rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_DUX4L2,rnaseq_gene__GENE_SNORA19,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_TTTY11,rnaseq_gene__GENE_SNORA32,rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_DEFB130,rnaseq_gene__GENE_KRTAP13-3,rnaseq_gene__GENE_DEFB136,rnaseq_gene__GENE_CSN1S2A,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_LGALS13,methylation_gene__GENE_RASSF8,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_DCD,methylation_gene__GENE_CNOT10,methylation_gene__GENE_STARD5,methylation_gene__GENE_ZNF33B,methylation_gene__GENE_IL10RB,methylation_gene__GENE_MIB1,methylation_gene__GENE_SNORD84;BAT1,methylation_gene__GENE_SLC25A38,methylation_gene__GENE_CCDC90B,methylation_gene__GENE_ZDHHC8,methylation_gene__GENE_TYMP;SCO2,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_C5ORF25,methylation_gene__GENE_RAB3GAP1,methylation_gene__GENE_SPATA13,methylation_gene__GENE_HSPD1;HSPE1,methylation_gene__GENE_ZMYM6,rnaseq_gene__GENE_TBC1D21,methylation_gene__GENE_MYH10,methylation_gene__GENE_H2AFX,methylation_gene__GENE_TIGD3,methylation_gene__GENE_C4ORF21;LARP7,methylation_gene__GENE_TMEM85,methylation_gene__GENE_TEF,methylation_gene__GENE_CARKD,methylation_gene__GENE_DDX21,methylation_gene__GENE_FBXL8;TRADD,methylation_gene__GENE_ABHD6,methylation_gene__GENE_FAM177A1,methylation_gene__GENE_FSIP1,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_NF2,methylation_gene__GENE_GCN1L1,rnaseq_gene__GENE_SPAG11A,methylation_gene__GENE_SEMA3F,methylation_gene__GENE_PRNP,methylation_gene__GENE_TM7SF2,methylation_gene__GENE_GPATCH1,methylation_gene__GENE_TLL2,methylation_gene__GENE_NUBP1,methylation_gene__GENE_UBR1,rnaseq_gene__GENE_OR6M1,methylation_gene__GENE_NLK,methylation_gene__GENE_PALB2;DCTN5,methylation_gene__GENE_STIP1,methylation_gene__GENE_POLD3,methylation_gene__GENE_ZFP36,methylation_gene__GENE_BTF3L4;TXNDC12,methylation_gene__GENE_COMMD3,methylation_gene__GENE_STRAP,methylation_gene__GENE_SCRIB,methylation_gene__GENE_COPZ1,methylation_gene__GENE_CCDC102A,methylation_gene__GENE_STK10,methylation_gene__GENE_TPCN2,methylation_gene__GENE_BLMH,methylation_gene__GENE_SHCBP1,methylation_gene__GENE_PGRMC2,methylation_gene__GENE_C14ORF102,methylation_gene__GENE_TH1L,methylation_gene__GENE_UBE2T,rnaseq_gene__GENE_TTTY23,methylation_gene__GENE_MRPS34;EME2,methylation_gene__GENE_COL27A1,methylation_gene__GENE_TINF2,methylation_gene__GENE_RPL37,rnaseq_gene__GENE_ADAD1,rnaseq_gene__GENE_SLC6A18,rnaseq_gene__GENE_RNU6ATAC,rnaseq_gene__GENE_DEFB132,methylation_gene__GENE_HIST1H1T,methylation_gene__GENE_TRMT11,methylation_gene__GENE_QTRT1,methylation_gene__GENE_MTHFD2,methylation_gene__GENE_SDCBP,methylation_gene__GENE_UBQLN1,methylation_gene__GENE_ZNF643,methylation_gene__GENE_ETV6,methylation_gene__GENE_FAH,methylation_gene__GENE_C6ORF57,rnaseq_gene__GENE_SNORA70B,methylation_gene__GENE_TUBD1;RPS6KB1,methylation_gene__GENE_CRELD1;IL17RC,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
