rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_SNORA19,rnaseq_gene__GENE_TTTY11,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_OR10X1,rnaseq_gene__GENE_OR4C45,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_OR4D11,rnaseq_gene__GENE_PISRT1,rnaseq_gene__GENE_OR4K5,rnaseq_gene__GENE_OR52A1,rnaseq_gene__GENE_KRTAP12-3,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_OR10K1,rnaseq_gene__GENE_OR1S1,rnaseq_gene__GENE_KRTAP15-1,rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_OR8J1,rnaseq_gene__GENE_OR6Y1,rnaseq_gene__GENE_OR5F1,rnaseq_gene__GENE_OR5M9,rnaseq_gene__GENE_OR5H15,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_FKSG73,rnaseq_gene__GENE_C11ORF40,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_DEFB127,rnaseq_gene__GENE_OR51F1,rnaseq_gene__GENE_OR4K13,rnaseq_gene__GENE_OR5I1,rnaseq_gene__GENE_TTTY12,rnaseq_gene__GENE_OR7G1,rnaseq_gene__GENE_OR8K1,rnaseq_gene__GENE_OR5AS1,rnaseq_gene__GENE_OR4C46,rnaseq_gene__GENE_TAAR5,rnaseq_gene__GENE_OR4C13,rnaseq_gene__GENE_OR6Q1,rnaseq_gene__GENE_OR4X1,rnaseq_gene__GENE_OR5L2,rnaseq_gene__GENE_OR4K14,rnaseq_gene__GENE_TAS2R16,rnaseq_gene__GENE_OR12D3,rnaseq_gene__GENE_OR5R1,rnaseq_gene__GENE_OR8J3,rnaseq_gene__GENE_OR8B8,rnaseq_gene__GENE_OR4S1,rnaseq_gene__GENE_OR51A4,rnaseq_gene__GENE_OR7A10,rnaseq_gene__GENE_KRTAP12-4,rnaseq_gene__GENE_CSN1S2A,methylation_gene__GENE_CCNDBP1,rnaseq_gene__GENE_OR4C15,methylation_gene__GENE_ZNHIT2,rnaseq_gene__GENE_OR51D1,rnaseq_gene__GENE_PRNT,rnaseq_gene__GENE_OR11H1,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_OR4K2,rnaseq_gene__GENE_OR6K2,rnaseq_gene__GENE_OR10W1,rnaseq_gene__GENE_OR1D2,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_OR51L1,rnaseq_gene__GENE_KRTAP24-1,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_OR10C1,methylation_gene__GENE_RPUSD2,methylation_gene__GENE_MOV10,rnaseq_gene__GENE_OR6C74,rnaseq_gene__GENE_OR2G3,rnaseq_gene__GENE_OR2Y1,rnaseq_gene__GENE_SPATA31B1P,rnaseq_gene__GENE_OR1A1,rnaseq_gene__GENE_OR5D13,rnaseq_gene__GENE_OR4C16,rnaseq_gene__GENE_OR7A17,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_LINC00608,rnaseq_gene__GENE_OR5AC2,rnaseq_gene__GENE_OR2Z1,rnaseq_gene__GENE_OR10G8,rnaseq_gene__GENE_OR10K2,methylation_gene__GENE_CNOT10,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_OR51V1,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_SNORD115-7,rnaseq_gene__GENE_RGPD4-AS1,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_OR5H14,methylation_gene__GENE_SNORD84;BAT1,rnaseq_gene__GENE_FLJ44082,rnaseq_gene__GENE_OR2M5,rnaseq_gene__GENE_BIRC8,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.049069166,-0.051273204,-0.05162177,-0.052358013,-0.054073565,-0.05513623,-0.05567632,-0.056146845,-0.056271918,-0.05687186,-0.057143763,-0.059761662,-0.060684837,-0.06147661,-0.1716004,-0.048834685,0.13559557,-0.049290735,-0.05606167,-0.07370518,-0.05043294,-0.050556514,-0.050556514,-0.050601136,-0.06581708,-0.06548551,-0.050876774,-0.061227385,-0.08251828,-0.0510505,-0.06154955,0.072745375,16.161306,-0.051386137,-0.051538043,-0.051617697,-0.057309687,-0.05731347,-0.051879484,-0.052091867,-0.052135784,-0.068801284,-0.052545313,-0.087317266,-0.056040857,-0.058577605,-0.052857853,0.600855,-0.05298958,-0.05300669,-0.07296509,-0.05306043,-0.05631719,-0.05666739,-0.056941256,0.8207895,-0.06779342,-0.05688307,-0.056749213,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.049069166,-0.051273204,-0.05162177,-0.052358013,-0.054073565,-0.05513623,-0.05567632,-0.056146845,-0.056271918,-0.05687186,-0.057143763,-0.059761662,-0.060684837,-0.06147661,-0.054904364,-0.048834685,-0.12917063,-0.049290735,-0.05606167,-0.07370518,-0.05043294,-0.050556514,-0.050556514,-0.050601136,-0.06581708,-0.06548551,-0.050876774,-0.061227385,-0.08251828,-0.0510505,-0.06154955,-0.023724241,-0.11717033,-0.051386137,-0.051538043,-0.051617697,-0.057309687,-0.05731347,-0.051879484,-0.052091867,-0.052135784,-0.068801284,-0.052545313,-0.087317266,-0.056040857,-0.058577605,-0.052857853,0.0063300165,-0.05298958,-0.05300669,-0.07296509,-0.05306043,-0.05631719,-0.05666739,-0.056941256,0.18604071,-0.06779342,-0.05688307,-0.056749213,0
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.049069166,-0.051273204,-0.05162177,-0.052358013,-0.054073565,-0.05513623,-0.05567632,-0.056146845,-0.056271918,-0.05687186,-0.057143763,-0.059761662,-0.060684837,-0.06147661,-0.12793615,-0.048834685,-0.029095246,-0.049290735,-0.05606167,-0.07370518,-0.05043294,-0.050556514,-0.050556514,-0.050601136,-0.06581708,-0.06548551,-0.050876774,-0.061227385,-0.08251828,-0.0510505,-0.06154955,-0.0030244084,-0.2003131,-0.051386137,-0.051538043,-0.051617697,-0.057309687,-0.05731347,-0.051879484,-0.052091867,-0.052135784,-0.068801284,-0.052545313,-0.087317266,-0.056040857,-0.058577605,-0.052857853,0.030327728,-0.05298958,-0.05300669,-0.07296509,-0.05306043,-0.05631719,-0.05666739,-0.056941256,-0.10767321,-0.06779342,-0.05688307,-0.056749213,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.049069166,-0.051273204,-0.05162177,-0.052358013,-0.054073565,-0.05513623,-0.05567632,-0.056146845,-0.056271918,-0.05687186,-0.057143763,-0.059761662,-0.060684837,-0.06147661,0.064474486,-0.048834685,-0.02063643,-0.049290735,-0.05606167,-0.07370518,-0.05043294,-0.050556514,-0.050556514,-0.050601136,-0.06581708,-0.06548551,-0.050876774,-0.061227385,-0.08251828,-0.0510505,-0.06154955,0.046714507,-0.050890446,-0.051386137,-0.051538043,-0.051617697,-0.057309687,-0.05731347,-0.051879484,-0.052091867,-0.052135784,-0.068801284,-0.052545313,-0.087317266,-0.056040857,-0.058577605,-0.052857853,0.35651994,-0.05298958,-0.05300669,-0.07296509,-0.05306043,-0.05631719,-0.05666739,-0.056941256,-0.10538901,-0.06779342,-0.05688307,-0.056749213,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.049069166,-0.051273204,-0.05162177,-0.052358013,-0.054073565,-0.05513623,-0.05567632,-0.056146845,-0.056271918,-0.05687186,-0.057143763,-0.059761662,-0.060684837,-0.06147661,-0.19842687,-0.048834685,-0.004967123,-0.049290735,-0.05606167,-0.07370518,-0.05043294,-0.050556514,-0.050556514,-0.050601136,-0.06581708,-0.06548551,-0.050876774,-0.061227385,-0.08251828,-0.0510505,-0.06154955,-0.19120635,-0.06371936,-0.051386137,-0.051538043,-0.051617697,-0.057309687,-0.05731347,-0.051879484,-0.052091867,-0.052135784,-0.068801284,-0.052545313,-0.087317266,-0.056040857,-0.058577605,-0.052857853,-0.2918975,-0.05298958,-0.05300669,-0.07296509,-0.05306043,-0.05631719,-0.05666739,-0.056941256,-0.12399007,-0.06779342,-0.05688307,-0.056749213,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.049069166,-0.051273204,-0.05162177,-0.052358013,-0.054073565,-0.05513623,-0.05567632,-0.056146845,-0.056271918,-0.05687186,-0.057143763,-0.059761662,-0.060684837,-0.06147661,-0.21389154,-0.048834685,0.16205356,-0.049290735,-0.05606167,-0.07370518,-0.05043294,-0.050556514,-0.050556514,-0.050601136,-0.06581708,-0.06548551,-0.050876774,-0.061227385,-0.08251828,-0.0510505,-0.06154955,-0.17620862,-0.0985878,-0.051386137,-0.051538043,-0.051617697,-0.057309687,-0.05731347,-0.051879484,-0.052091867,-0.052135784,-0.068801284,-0.052545313,-0.087317266,-0.056040857,-0.058577605,-0.052857853,-0.24740428,-0.05298958,-0.05300669,-0.07296509,-0.05306043,-0.05631719,-0.05666739,-0.056941256,-0.3147769,-0.06779342,-0.05688307,-0.056749213,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.04545454,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.04545454,-0.049069166,-0.051273204,-0.05162177,-0.052358013,-0.054073565,-0.05513623,-0.05567632,-0.056146845,-0.056271918,-0.05687186,-0.057143763,-0.059761662,-0.060684837,-0.06147661,-0.14984393,-0.048834685,-0.22254434,-0.049290735,-0.05606167,-0.07370518,-0.05043294,-0.050556514,-0.050556514,-0.050601136,-0.06581708,-0.06548551,-0.050876774,-0.061227385,-0.08251828,-0.0510505,-0.06154955,-0.21926746,-0.26162264,-0.051386137,-0.051538043,-0.051617697,-0.057309687,-0.05731347,-0.051879484,-0.052091867,-0.052135784,-0.068801284,-0.052545313,-0.087317266,-0.056040857,-0.058577605,-0.052857853,-0.38641647,-0.05298958,-0.05300669,-0.07296509,-0.05306043,-0.05631719,-0.05666739,-0.056941256,-0.2143986,-0.06779342,-0.05688307,-0.056749213,0
