rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_OR2T1,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_OR4A15,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_RBMY1A1,rnaseq_gene__GENE_PRAMEF16,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_TAAR6,rnaseq_gene__GENE_BCYRN1,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_ADAD1,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_OR10Z1,methylation_gene__GENE_GPI,rnaseq_gene__GENE_PRAMEF17,methylation_gene__GENE_VEGFA,rnaseq_gene__GENE_OR5T3,rnaseq_gene__GENE_SCARNA8,rnaseq_gene__GENE_GUCA1C,methylation_gene__GENE_TM7SF2,rnaseq_gene__GENE_DEFB118,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_DEFB107A,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_ONECUT3,methylation_gene__GENE_USP14,rnaseq_gene__GENE_TSPY2,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_HPVC1,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_AMBN,rnaseq_gene__GENE_FAM99A,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_PSG7,rnaseq_gene__GENE_PATE1,rnaseq_gene__GENE_OR51L1,rnaseq_gene__GENE_LINC01020,methylation_gene__GENE_ZNF619,rnaseq_gene__GENE_KCNK18,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_DKFZP434L192,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_SNORA54,rnaseq_gene__GENE_SLC6A5,methylation_gene__GENE_SYPL1,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_OR4D9,methylation_gene__GENE_DDX11,rnaseq_gene__GENE_OR5W2,methylation_gene__GENE_ATP5E,rnaseq_gene__GENE_OR4D10,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_OR5K4,rnaseq_gene__GENE_IFNA14,rnaseq_gene__GENE_OR4C12,rnaseq_gene__GENE_OR2T29,methylation_gene__GENE_QTRT1,rnaseq_gene__GENE_CABP2,rnaseq_gene__GENE_OR5A2,methylation_gene__GENE_FRY,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_OR4L1,cnv_log2__GENE_RLIM,rnaseq_gene__GENE_KRTAP5-11,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_OR8B4,methylation_gene__GENE_ZNF579,rnaseq_gene__GENE_OR6C4,rnaseq_gene__GENE_RAG2,rnaseq_gene__GENE_SRY,methylation_gene__GENE_NRXN2,methylation_gene__GENE_TPCN2,rnaseq_gene__GENE_NPPB,methylation_gene__GENE_ZNF672,rnaseq_gene__GENE_DEFB132,rnaseq_gene__GENE_KIF2B,rnaseq_gene__GENE_IQCF5,rnaseq_gene__GENE_CT47A7,methylation_gene__GENE_ATP5J2,rnaseq_gene__GENE_SNORA64,rnaseq_gene__GENE_MT4,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.08720162,-0.07355285,-0.06331775,-0.050053358,-0.030400895,-0.07421895,-0.06940588,-0.02344199,-0.04061949,-0.054831173,-0.030400895,-0.030400893,-0.030400895,-0.042500064,-0.039873518,-0.044386145,-0.07234395,-0.06427042,-0.06825314,-0.05562216,-0.057666454,-0.06925289,-0.078358516,-0.08606776,-0.030400896,-0.04756436,-0.175216,-0.035875507,-0.030400895,-0.030400895,-0.059134748,-0.07527803,-0.040199555,-0.30582115,-0.07885677,-0.16951889,-0.10974532,-0.24507041,-0.13369994,-0.083192356,-0.074266955,-0.06594675,-0.41058275,-0.071920976,-1.1597393,-0.061702468,-0.42164096,-0.16757613,-0.2157582,-0.21529208,-0.069542356,-0.5461516,-0.18492761,-0.19044563,-0.0686956,-0.1724362,-0.08480112,-0.12371241,-0.77329755,-0.16218084,-0.52044886,-0.18646805,-0.067629814,-0.48064336,-0.4577368,-0.10281369,-0.012735409,-0.042821996,0.03550064,-0.09654722,-0.008786143,-0.063511856,-0.18716085,-0.11426283,-0.030400898,-0.24829736,-0.07587367,-0.07316671,-0.31920248,-0.050521668,-0.052030247,0.3135529,-0.21476083,-0.12434906,-0.078787245,-0.1881887,-0.0583981,-0.18899952,-0.06418999,-0.21175788,-0.25484502,-0.23330294,-0.33906972,0.39582017,-0.13158298,-0.09630276,-0.030400895,-1.2231578,2.7105048,-0.12097921,0
-0.08720162,-0.07355285,-0.06331775,-0.050053358,-0.030400895,-0.07421895,-0.06940588,0.61090565,-0.04061949,-0.054831173,-0.030400895,-0.030400893,-0.030400895,-0.042500064,-0.039873518,-0.044386145,-0.07234395,-0.06427042,-0.06825314,-0.05562216,-0.057666454,-0.06925289,-0.078358516,-0.08606776,-0.030400896,-0.04756436,1.457769,-0.035875507,-0.030400895,-0.030400895,-0.059134748,-0.08343716,-0.040199555,0.131724,-0.07885677,-0.16951889,-0.10974532,-0.23817854,-0.13369994,-0.083192356,-0.074266955,-0.06594675,-0.33585742,-0.071920976,0.26801127,-0.061702468,-0.1266541,-0.16757613,-0.2157582,2.589988,-0.069542356,0.051245335,-0.18492761,-0.19044563,-0.0686956,2.4205139,-0.057213724,-0.12371241,-0.15905763,-0.16218084,0.12011606,-0.18646805,-0.067629814,-0.41529012,0.001589194,-0.10281369,-0.18227434,-0.042821996,0.4752368,-0.09654722,-0.06186747,-0.063511856,-0.18716085,-0.11426283,-0.030400898,-0.20841007,-0.07587367,-0.07316671,-0.1538763,-0.050521668,-0.052030247,-2.229187,3.9727807,-0.12434906,-0.078787245,-0.32330066,-0.0583981,-0.18899952,-0.06418999,-0.3309649,-0.10802482,-0.23330294,-0.5567943,-1.2656302,-0.13158298,-0.09630276,-0.030400895,-0.51105,-0.2819688,-0.12097921,1
-0.08720162,-0.07355285,-0.06331775,-0.050053358,-0.030400895,-0.07421895,-0.06940588,0.58261806,-0.04061949,-0.054831173,-0.030400895,-0.030400893,-0.030400895,-0.042500064,-0.039873518,-0.044386145,-0.07234395,-0.06427042,-0.06825314,-0.05562216,-0.057666454,-0.06925289,-0.078358516,-0.08606776,-0.030400896,-0.04756436,-0.175216,-0.035875507,-0.030400895,-0.030400895,-0.059134748,0.1791918,-0.040199555,0.92865384,-0.07885677,-0.16951889,-0.10974532,-0.0938253,-0.13369994,-0.083192356,-0.074266955,-0.06594675,-0.011934135,-0.071920976,1.3398998,-0.061702468,-0.07377817,-0.16757613,-0.2157582,-0.21529208,-0.069542356,-0.02134801,-0.18492761,-0.19044563,-0.0686956,3.3752687,-0.05531286,-0.12371241,-0.018064536,-0.16218084,0.17854363,-0.18646805,-0.067629814,-0.14935572,0.120217554,-0.10281369,-0.10425809,-0.042821996,0.6999117,-0.09654722,0.035564743,-0.063511856,-0.18716085,-0.11426283,-0.030400898,-0.08217289,-0.07587367,-0.07316671,16.977419,-0.050521668,-0.052030247,0.25647095,-0.21476083,-0.12434906,-0.078787245,-0.10680056,-0.0583981,-0.18899952,-0.06418999,-0.31572297,-0.005434377,-0.23330294,0.5743611,-1.2656302,2.936548,-0.09630276,-0.030400895,-0.19617884,0.10047706,-0.12097921,0
-0.08720162,-0.07355285,-0.06331775,-0.050053358,-0.030400895,-0.07421895,-0.06940588,-0.21392961,-0.04061949,-0.054831173,-0.030400895,-0.030400893,-0.030400895,-0.042500064,-0.039873518,-0.044386145,-0.07234395,-0.06427042,-0.06825314,-0.05562216,-0.057666454,-0.06925289,-0.078358516,-0.08606776,-0.030400896,-0.04756436,-0.175216,-0.035875507,-0.030400895,-0.030400895,-0.059134748,-0.09081804,-0.040199555,-0.1843051,-0.07885677,-0.16951889,-0.10974532,-0.24181673,-0.13369994,-0.083192356,-0.074266955,-0.06594675,-0.5281125,-0.071920976,-0.9540156,-0.061702468,-0.12523481,-0.16757613,-0.2157582,-0.21529208,-0.069542356,0.46519563,-0.18492761,-0.19044563,-0.0686956,-0.1724362,-0.18793975,-0.12371241,-0.6036509,-0.16218084,-0.667513,-0.18646805,-0.067629814,10.054507,-0.38270107,-0.10281369,0.65168554,-0.042821996,-1.0186439,-0.09654722,-0.17775714,-0.063511856,-0.18716085,-0.11426283,-0.030400898,-0.17959459,-0.07587367,-0.07316671,-0.38734296,-0.050521668,-0.052030247,-0.5997578,-0.21476083,-0.12434906,-0.078787245,0.10259987,-0.0583981,-0.18899952,-0.06418999,1.5605413,-0.5660709,-0.23330294,-0.35009035,0.5510001,-0.13158298,-0.09630276,-0.030400895,0.4962523,-0.2819688,-0.12097921,0
-0.08720162,-0.07355285,-0.06331775,-0.050053358,-0.030400895,-0.07421895,-0.06940588,-0.42612198,-0.04061949,-0.054831173,-0.030400895,-0.030400893,-0.030400895,-0.042500064,-0.039873518,-0.044386145,-0.07234395,-0.06427042,-0.06825314,-0.05562216,-0.057666454,-0.06925289,-0.078358516,-0.08606776,-0.030400896,-0.04756436,-0.175216,-0.035875507,-0.030400895,-0.030400895,-0.059134748,-0.39433774,-0.040199555,-0.26771,-0.07885677,-0.16951889,-0.10974532,-0.25344294,-0.13369994,-0.083192356,-0.074266955,-0.06594675,-0.6799201,-0.071920976,-1.6468358,-0.061702468,-0.16216893,-0.16757613,-0.2157582,-0.21529208,-0.069542356,0.4394913,-0.18492761,-0.19044563,-0.0686956,4.248955,-0.056578893,-0.12371241,0.85466564,-0.16218084,-0.4240292,-0.18646805,-0.067629814,0.06226441,-0.14644094,-0.10281369,-0.029833782,-0.042821996,-0.3102957,-0.09654722,0.017150274,-0.063511856,-0.18716085,-0.11426283,-0.030400898,-0.3880481,-0.07587367,-0.07316671,-0.18761054,-0.050521668,-0.052030247,-1.3937155,-0.21476083,-0.12434906,-0.078787245,-0.15973397,-0.0583981,-0.18899952,-0.06418999,-0.43337354,-0.15872498,-0.23330294,-1.0678099,-1.2656302,-0.13158298,-0.09630276,-0.030400895,-1.4024453,1.1024117,-0.12097921,0
-0.08720162,-0.07355285,-0.06331775,-0.050053358,-0.030400895,-0.07421895,-0.06940588,0.5055419,-0.04061949,-0.054831173,-0.030400895,-0.030400893,-0.030400895,-0.042500064,-0.039873518,-0.044386145,-0.07234395,-0.06427042,-0.06825314,-0.05562216,-0.057666454,29.499832,-0.078358516,-0.08606776,-0.030400896,-0.04756436,-0.175216,-0.035875507,-0.030400895,-0.030400895,-0.059134748,0.06073366,-0.040199555,1.8418019,-0.07885677,-0.16951889,-0.10974532,0.09736151,-0.13369994,-0.083192356,-0.074266955,-0.06594675,0.37477794,-0.071920976,0.23740217,-0.061702468,-0.39314377,-0.16757613,7.0586586,2.6728935,-0.069542356,0.46105212,-0.18492761,-0.19044563,-0.0686956,-0.1724362,0.09297218,-0.12371241,2.735388,-0.16218084,0.020665038,-0.18646805,-0.067629814,0.12568556,0.48425657,-0.10281369,-0.14465098,-0.042821996,1.162091,-0.09654722,0.12295465,-0.063511856,-0.18716085,-0.11426283,-0.030400898,-0.29699066,-0.07587367,-0.07316671,-0.091064334,-0.050521668,-0.052030247,0.09560374,-0.21476083,-0.12434906,-0.078787245,0.005918996,-0.0583981,-0.18899952,-0.06418999,0.1353862,-0.06923186,-0.23330294,-0.50243586,-1.2656302,-0.13158298,-0.09630276,-0.030400895,-1.0249903,2.8355513,-0.12097921,0
-0.08720162,-0.07355285,-0.06331775,-0.050053358,-0.030400895,-0.07421895,-0.06940588,0.17565227,-0.04061949,-0.054831173,-0.030400895,-0.030400893,-0.030400895,-0.042500064,-0.039873518,-0.044386145,-0.07234395,-0.06427042,-0.06825314,-0.05562216,-0.057666454,-0.06925289,-0.078358516,-0.08606776,-0.030400896,-0.04756436,-0.175216,-0.035875507,-0.030400895,-0.030400895,-0.059134748,-0.3852079,-0.040199555,-0.4224554,-0.07885677,-0.16951889,-0.10974532,0.14493814,-0.13369994,-0.083192356,-0.074266955,-0.06594675,-0.50137776,-0.071920976,-1.919306,-0.061702468,-0.6482932,-0.16757613,-0.2157582,-0.21529208,-0.069542356,-0.71577716,-0.18492761,-0.19044563,-0.0686956,-0.1724362,-0.1663969,-0.12371241,-1.0589294,-0.16218084,-0.44447336,-0.18646805,-0.067629814,-0.52993363,-0.63090295,-0.10281369,-0.15517183,-0.042821996,-0.9225697,-0.09654722,-0.37438908,-0.063511856,-0.18716085,-0.11426283,-0.030400898,-0.2507075,-0.07587367,-0.07316671,-0.42714083,-0.050521668,-0.052030247,-0.2416985,1.1919477,-0.12434906,-0.078787245,-0.09643686,-0.0583981,-0.18899952,-0.06418999,-0.24386054,-0.36413893,-0.23330294,-0.49397856,1.1851985,-0.13158298,-0.09630276,-0.030400895,-1.4119371,1.6887012,-0.12097921,0
-0.08720162,-0.07355285,-0.06331775,-0.050053358,-0.030400895,-0.07421895,-0.06940588,0.49732104,-0.04061949,-0.054831173,-0.030400895,-0.030400893,-0.030400895,-0.042500064,-0.039873518,-0.044386145,2.6616113,-0.06427042,-0.06825314,-0.05562216,-0.057666454,-0.06925289,-0.078358516,5.717438,-0.030400896,-0.04756436,-0.175216,-0.035875507,-0.030400895,-0.030400895,-0.059134748,0.19646877,-0.040199555,0.07154202,-0.07885677,-0.16951889,-0.10974532,3.8259983,-0.13369994,-0.083192356,-0.074266955,-0.06594675,-0.019686019,-0.071920976,1.4558551,-0.061702468,-0.15689152,-0.16757613,-0.2157582,-0.21529208,-0.069542356,0.036176722,-0.18492761,-0.19044563,-0.0686956,-0.1724362,-0.03998788,-0.12371241,-0.359619,-0.16218084,0.37145784,-0.18646805,-0.067629814,0.08506472,-0.048224147,-0.10281369,-0.22606361,-0.042821996,0.4562749,-0.09654722,0.07321998,-0.063511856,-0.18716085,-0.11426283,-0.030400898,-0.09881759,-0.07587367,-0.07316671,0.0053541134,-0.050521668,-0.052030247,1.5122731,-0.21476083,-0.12434906,-0.078787245,-0.12840343,-0.0583981,-0.18899952,-0.06418999,15.924743,-0.09585453,-0.23330294,-0.5204446,-1.2656302,-0.13158298,-0.09630276,-0.030400895,-0.47468576,-0.2819688,-0.12097921,1
-0.08720162,-0.07355285,-0.06331775,-0.050053358,-0.030400895,-0.07421895,-0.06940588,0.52590865,-0.04061949,-0.054831173,-0.030400895,-0.030400893,-0.030400895,-0.042500064,-0.039873518,-0.044386145,-0.07234395,-0.06427042,-0.06825314,-0.05562216,-0.057666454,-0.06925289,-0.078358516,-0.08606776,-0.030400896,-0.04756436,-0.175216,-0.035875507,-0.030400895,-0.030400895,-0.059134748,0.11527684,-0.040199555,0.07120265,-0.07885677,-0.16951889,-0.10974532,-0.23477913,-0.13369994,-0.083192356,-0.074266955,-0.06594675,0.06900399,-0.071920976,0.8035843,-0.061702468,-0.15487866,-0.16757613,-0.2157582,-0.21529208,-0.069542356,-0.3320806,-0.18492761,-0.19044563,-0.0686956,-0.1724362,-0.12753914,-0.12371241,-0.107541315,-0.16218084,0.12004117,-0.18646805,-0.067629814,-0.2501635,-0.34989718,-0.10281369,-0.3686723,-0.042821996,0.639029,-0.09654722,0.06750668,-0.063511856,-0.18716085,-0.11426283,-0.030400898,-0.28232476,-0.07587367,-0.07316671,-0.24422622,-0.050521668,-0.052030247,0.13711786,-0.21476083,-0.12434906,-0.078787245,-0.054770093,-0.0583981,-0.18899952,-0.06418999,-0.20181996,-0.067796014,-0.23330294,-0.4513928,-0.12577116,4.692915,-0.09630276,-0.030400895,-0.43858337,-0.2819688,-0.12097921,0
