rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_OR2T1,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_PRAMEF16,rnaseq_gene__GENE_SCARNA23,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_OR4A15,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_ADAD1,rnaseq_gene__GENE_DEFB118,rnaseq_gene__GENE_KRTAP10-9,methylation_gene__GENE_GPI,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_OR8B12,methylation_gene__GENE_VEGFA,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_FAM99A,rnaseq_gene__GENE_OR1S2,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_PSG7,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_SYPL1,rnaseq_gene__GENE_OR5H14,methylation_gene__GENE_ZNF619,methylation_gene__GENE_INPP5A,rnaseq_gene__GENE_TMEM174,rnaseq_gene__GENE_KCNK18,methylation_gene__GENE_DDX11,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_SCARNA8,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_KRTAP10-7,rnaseq_gene__GENE_DKFZP434L192,rnaseq_gene__GENE_NPBWR2,rnaseq_gene__GENE_CDX4,methylation_gene__GENE_FRY,rnaseq_gene__GENE_LINC01020,rnaseq_gene__GENE_LCE3C,rnaseq_gene__GENE_KIF2B,rnaseq_gene__GENE_OR1I1,rnaseq_gene__GENE_PATE1,rnaseq_gene__GENE_LCN9,methylation_gene__GENE_C10ORF4,rnaseq_gene__GENE_OR4D10,methylation_gene__GENE_ATP5E,cnv_log2__GENE_PRKG1,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_KRTAP19-3,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_IFNA14,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_RAG2,rnaseq_gene__GENE_OR1S1,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_OR2M7,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_GUCA1C,rnaseq_gene__GENE_OR5T3,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_ZNF672,rnaseq_gene__GENE_LINC00442,rnaseq_gene__GENE_AMBN,rnaseq_gene__GENE_RNASE8,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_HSD3B1,rnaseq_gene__GENE_IQCF5,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_PRAMEF5,rnaseq_gene__GENE_OR14J1,rnaseq_gene__GENE_OR4L1,rnaseq_gene__GENE_SCARNA21,methylation_gene__GENE_PARP4,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_OR5D16,rnaseq_gene__GENE_GDEP,rnaseq_gene__GENE_OR6C76,rnaseq_gene__GENE_SNORA54,methylation_gene__GENE_PRCP,rnaseq_gene__GENE_DUSP21,methylation_gene__GENE_NT5C3L,rnaseq_gene__GENE_OR4C12,rnaseq_gene__GENE_PAGE3,methylation_gene__GENE_PTGR2,rnaseq_gene__GENE_FAM99B,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_PRDM14,methylation_gene__GENE_MOCS2,cnv_log2__GENE_DKK1,cnv_log2__GENE_PRKG1-AS1,rnaseq_gene__GENE_OR52E2,rnaseq_gene__GENE_PRAMEF14,target
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,-0.07234395,-0.078748696,-0.030400893,-0.035875507,-0.030400895,-0.08606776,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,0.20043744,-0.040199555,-0.13939492,-0.04435848,0.043400798,-0.067629814,-0.069542356,-0.074266955,0.48104048,1.4590394,-0.6672956,0.61588115,-0.04067079,-0.093438834,0.49606085,-0.16161753,-0.12371241,0.122357935,0.7472554,-0.16951889,0.59649277,8.974015,-0.16218084,23.692472,-0.110764034,0.25627154,-0.1724362,-0.062246185,-0.13158298,-0.09172271,-0.19044563,-0.059162382,0.79878914,-0.09654722,0.85533094,-1.5038369,0.4131752,-0.124685876,-0.050521668,-0.18716085,-0.030400898,1.1611284,-0.050438117,0.9196133,-0.11696981,0.24027158,-0.10974532,-0.07885677,-0.04597636,0.061287247,-0.17408647,-0.21529208,-0.19937676,-0.030400895,-0.41950408,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,-0.21292232,-0.21582247,-0.2157582,-0.06780475,-0.21880457,-0.07708009,-0.18646805,1.9994855,-0.12767605,-0.09491056,-0.11426283,-0.066061795,0.15393122,-0.042923182,-0.12434906,-0.19387476,1.7180257,-1.6405069,-1.6405069,-0.09379102,-0.17369199,0
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,-0.07234395,-0.078748696,-0.030400893,-0.035875507,-0.030400895,-0.08606776,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,0.18294889,-0.040199555,-0.13939492,-0.05125228,0.49041125,-0.067629814,-0.069542356,-0.074266955,0.7617472,-0.18492761,-0.3995505,-0.07018332,-0.04067079,0.30465758,0.11595906,19.207535,-0.12371241,-0.62092483,0.4385283,-0.16951889,0.7476855,-0.118806034,-0.16218084,-0.08846551,-0.110764034,0.6557903,-0.1724362,-0.062246185,3.9527342,-0.09172271,-0.19044563,-0.059162382,1.1533294,-0.09654722,0.83914995,-1.4807273,-0.1851329,-0.124685876,-0.050521668,-0.18716085,-0.030400898,-0.18899952,-0.050438117,-0.63236576,-0.11696981,0.8020264,-0.10974532,-0.07885677,-0.04597636,-0.14737801,-0.17408647,-0.21529208,5.4339423,-0.030400895,-0.41950408,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,-0.21292232,0.18344745,-0.2157582,-0.06780475,-0.21880457,-0.07708009,-0.18646805,0.6001338,-0.12767605,-0.07991607,-0.11426283,-0.066061795,-0.06924885,-0.042923182,-0.12434906,-0.19387476,0.8314624,-1.6151394,-1.6151394,-0.09379102,-0.17369199,0
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,-0.07234395,-0.078748696,-0.030400893,-0.035875507,-0.030400895,-0.08606776,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,-0.07527803,-0.040199555,-0.13939492,-0.30582115,-0.41058275,-0.067629814,-0.069542356,-0.074266955,-0.5461516,-0.18492761,-0.47360888,-0.48064336,-0.04067079,-0.08480112,-0.4123206,-0.16161753,-0.12371241,-0.012735409,-0.77329755,-0.16951889,-0.66036993,-0.118806034,-0.16218084,-0.08846551,-0.110764034,-0.31920248,-0.1724362,-0.062246185,-0.13158298,-0.09172271,-0.19044563,-0.059162382,-0.5241089,-0.09654722,0.03550064,0.07421593,-0.008786143,-0.124685876,-0.050521668,-0.18716085,-0.030400898,-0.18899952,-0.050438117,0.37705538,-0.11696981,-0.4577368,-0.10974532,-0.07885677,-0.04597636,-0.33906972,-0.17408647,-0.21529208,-0.19937676,-0.030400895,-0.41950408,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,-0.21292232,-0.6268822,-0.2157582,-0.06780475,-0.21880457,-0.07708009,-0.18646805,-0.295507,-0.12767605,-0.2829578,-0.11426283,-0.066061795,-0.46729913,-0.042923182,-0.12434906,-0.19387476,-0.0935266,0.09173293,0.09173293,-0.09379102,-0.17369199,0
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,-0.07234395,-0.078748696,-0.030400893,-0.035875507,-0.030400895,-0.08606776,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,0.1791918,-0.040199555,-0.13939492,0.92865384,-0.011934135,-0.067629814,-0.069542356,-0.074266955,-0.02134801,-0.18492761,0.1302066,-0.14935572,-0.04067079,-0.05531286,-0.43368965,-0.16161753,-0.12371241,-0.10425809,-0.018064536,-0.16951889,-0.26756728,-0.118806034,-0.16218084,-0.08846551,-0.110764034,16.977419,3.3752687,-0.062246185,2.936548,-0.09172271,-0.19044563,-0.059162382,-0.06952424,-0.09654722,0.6999117,0.46377715,0.035564743,-0.124685876,-0.050521668,-0.18716085,-0.030400898,-0.18899952,-0.050438117,-0.6873589,-0.11696981,0.120217554,-0.10974532,-0.07885677,-0.04597636,0.5743611,-0.17408647,-0.21529208,-0.19937676,-0.030400895,-0.41950408,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,-0.21292232,-0.07562056,-0.2157582,-0.06780475,-0.21880457,-0.07708009,-0.18646805,-1.0373367,-0.12767605,6.2047453,-0.11426283,-0.066061795,-0.1532109,-0.042923182,-0.12434906,-0.19387476,-0.06728614,0.519357,0.519357,-0.09379102,-0.17369199,0
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,-0.07234395,-0.078748696,-0.030400893,-0.035875507,-0.030400895,-0.08606776,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,-0.09081804,-0.040199555,-0.13939492,-0.1843051,-0.5281125,-0.067629814,-0.069542356,-0.074266955,0.46519563,-0.18492761,-1.6939074,10.054507,-0.04067079,-0.18793975,0.14254373,-0.16161753,-0.12371241,0.65168554,-0.6036509,-0.16951889,-0.114545524,-0.118806034,-0.16218084,-0.08846551,-0.110764034,-0.38734296,-0.1724362,-0.062246185,-0.13158298,-0.09172271,-0.19044563,-0.059162382,0.50036556,-0.09654722,-1.0186439,0.12043506,-0.17775714,-0.124685876,-0.050521668,-0.18716085,-0.030400898,-0.18899952,-0.050438117,0.35791117,-0.11696981,-0.38270107,-0.10974532,-0.07885677,-0.04597636,-0.35009035,-0.17408647,-0.21529208,-0.19937676,-0.030400895,-0.41950408,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,-0.21292232,0.11386561,-0.2157582,-0.06780475,-0.21880457,-0.07708009,-0.18646805,1.709032,-0.12767605,-0.2520474,-0.11426283,-0.066061795,-0.58054376,-0.042923182,-0.12434906,-0.19387476,-0.39570546,0.14246798,0.14246798,-0.09379102,-0.17369199,0
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,-0.07234395,-0.078748696,-0.030400893,-0.035875507,-0.030400895,-0.08606776,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,0.24034937,-0.040199555,-0.13939492,-0.3656297,0.014584921,-0.067629814,-0.069542356,-0.074266955,0.09360264,-0.18492761,0.0033143,-0.32727182,-0.04067079,-0.1536663,-0.14021826,-0.16161753,-0.12371241,-0.32431647,-0.5455208,-0.16951889,-0.24715324,-0.118806034,-0.16218084,-0.08846551,16.322033,-0.28886914,-0.1724362,-0.062246185,-0.13158298,-0.09172271,-0.19044563,-0.059162382,-0.076537736,-0.09654722,0.20578021,-1.4378097,-0.012360114,-0.124685876,-0.050521668,-0.18716085,-0.030400898,-0.18899952,-0.050438117,-1.193131,-0.11696981,-0.09867363,-0.10974532,-0.07885677,-0.04597636,-0.9027773,-0.17408647,0.96102065,-0.19937676,-0.030400895,-0.41950408,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,-0.21292232,0.12508172,-0.2157582,-0.06780475,-0.21880457,-0.07708009,-0.18646805,-0.9243635,-0.12767605,-0.15870336,-0.11426283,-0.066061795,-0.3364693,-0.042923182,-0.12434906,-0.19387476,0.17164244,-1.5680283,-1.5680283,-0.09379102,-0.17369199,0
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,-0.07234395,-0.078748696,-0.030400893,-0.035875507,-0.030400895,-0.08606776,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,-0.39433774,-0.040199555,-0.13939492,-0.26771,-0.6799201,-0.067629814,-0.069542356,-0.074266955,0.4394913,-0.18492761,0.188089,0.06226441,-0.04067079,-0.056578893,-0.6315753,-0.16161753,-0.12371241,-0.029833782,0.85466564,-0.16951889,-0.72791964,-0.118806034,-0.16218084,-0.08846551,-0.110764034,-0.18761054,4.248955,-0.062246185,-0.13158298,13.675783,-0.19044563,-0.059162382,-0.1214006,-0.09654722,-0.3102957,3.1081712,0.017150274,-0.124685876,-0.050521668,-0.18716085,-0.030400898,-0.18899952,-0.050438117,-2.6807249,-0.11696981,-0.14644094,-0.10974532,-0.07885677,-0.04597636,-1.0678099,-0.17408647,-0.21529208,5.228124,-0.030400895,-0.41950408,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,-0.21292232,-0.5799893,-0.2157582,-0.06780475,-0.21880457,13.2352705,-0.18646805,0.94685245,-0.12767605,-0.23296742,-0.11426283,-0.066061795,0.3169814,-0.042923182,-0.12434906,-0.19387476,0.07874842,3.4221272,3.4221272,-0.09379102,-0.17369199,0
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,-0.07234395,-0.078748696,-0.030400893,-0.035875507,-0.030400895,-0.08606776,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,-0.3852079,-0.040199555,-0.13939492,-0.4224554,-0.50137776,-0.067629814,-0.069542356,-0.074266955,-0.71577716,-0.18492761,-1.3096874,-0.52993363,-0.04067079,-0.1663969,-0.5185433,-0.16161753,-0.12371241,-0.15517183,-1.0589294,-0.16951889,-0.8805329,-0.118806034,-0.16218084,-0.08846551,-0.110764034,-0.42714083,-0.1724362,-0.062246185,-0.13158298,-0.09172271,-0.19044563,-0.059162382,-0.6984476,-0.09654722,-0.9225697,0.2789006,-0.37438908,-0.124685876,-0.050521668,-0.18716085,-0.030400898,-0.18899952,-0.050438117,-0.5271776,-0.11696981,-0.63090295,-0.10974532,-0.07885677,-0.04597636,-0.49397856,-0.17408647,-0.21529208,-0.19937676,-0.030400895,-0.41950408,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,2.83248,-0.6380028,-0.2157582,-0.06780475,3.6102552,-0.07708009,-0.18646805,-0.79701954,-0.12767605,-0.25556234,-0.11426283,-0.066061795,-0.079971455,-0.042923182,-0.12434906,-0.19387476,-0.344815,0.31641674,0.31641674,-0.09379102,-0.17369199,0
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,2.6616113,-0.078748696,-0.030400893,-0.035875507,-0.030400895,5.717438,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,0.19646877,-0.040199555,-0.13939492,0.07154202,-0.019686019,-0.067629814,-0.069542356,-0.074266955,0.036176722,-0.18492761,0.19091703,0.08506472,-0.04067079,-0.03998788,-0.62787867,-0.16161753,-0.12371241,-0.22606361,-0.359619,-0.16951889,-0.2745591,-0.118806034,-0.16218084,-0.08846551,-0.110764034,0.0053541134,-0.1724362,-0.062246185,-0.13158298,-0.09172271,-0.19044563,-0.059162382,-0.4497989,-0.09654722,0.4562749,1.1141461,0.07321998,-0.124685876,-0.050521668,-0.18716085,-0.030400898,-0.18899952,-0.050438117,0.8847392,-0.11696981,-0.048224147,-0.10974532,-0.07885677,-0.04597636,-0.5204446,-0.17408647,-0.21529208,-0.19937676,-0.030400895,-0.41950408,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,-0.21292232,0.3058051,-0.2157582,-0.06780475,-0.21880457,-0.07708009,-0.18646805,-0.38821283,-0.12767605,-0.12019074,-0.11426283,-0.066061795,-0.3115122,-0.042923182,-0.12434906,-0.19387476,0.2638974,1.2332717,1.2332717,-0.09379102,-0.17369199,1
-0.08720162,-0.06940588,-0.050053358,-0.06331775,-0.054831173,-0.07421895,-0.07234395,-0.078748696,-0.030400893,-0.035875507,-0.030400895,-0.08606776,-0.042500064,-0.083192356,-0.06825314,-0.04756436,-0.175216,-0.13369994,-0.05562216,0.17765413,-0.040199555,-0.13939492,-0.11420005,-0.06199569,-0.067629814,-0.069542356,-0.074266955,-0.12232274,-0.18492761,1.5586073,-0.33511427,-0.04067079,-0.13425067,-0.3305687,-0.16161753,-0.12371241,-0.082782164,0.16336145,-0.16951889,0.37805736,-0.118806034,-0.16218084,-0.08846551,-0.110764034,-0.059112195,-0.1724362,-0.062246185,-0.13158298,-0.09172271,-0.19044563,-0.059162382,-0.56075245,-0.09654722,-0.5847903,0.041202277,-0.15413386,-0.124685876,-0.050521668,-0.18716085,-0.030400898,-0.18899952,-0.050438117,-1.2155954,-0.11696981,-0.033905465,-0.10974532,-0.07885677,-0.04597636,-0.381246,-0.17408647,-0.21529208,-0.19937676,-0.030400895,0.8910626,-0.09630276,-0.08408102,-0.08723144,-0.067872696,-0.052030247,-0.21292232,-0.30472004,1.8337386,-0.06780475,-0.21880457,-0.07708009,-0.18646805,-0.7639562,-0.12767605,-0.22498439,-0.11426283,-0.066061795,-0.30324808,-0.042923182,-0.12434906,-0.19387476,-0.57196087,0.055493593,0.055493593,-0.09379102,-0.17369199,0
