rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_GPHB5,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_TSPY4,methylation_gene__GENE_GPI,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_ONECUT3,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_C19ORF24,rnaseq_gene__GENE_SCARNA8,methylation_gene__GENE_TM7SF2,methylation_gene__GENE_ENO2,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_ADAD1,rnaseq_gene__GENE_OR10J1,methylation_gene__GENE_USP14,methylation_gene__GENE_FRY,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_OR4A15,rnaseq_gene__GENE_LCE3C,rnaseq_gene__GENE_CST8,rnaseq_gene__GENE_SNORA54,rnaseq_gene__GENE_TMIGD1,methylation_gene__GENE_CCNG1,rnaseq_gene__GENE_DEFB132,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_LCE3E,rnaseq_gene__GENE_OR10AG1,methylation_gene__GENE_FADS1;MIR1908,rnaseq_gene__GENE_SCARNA14,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_SNORA69,methylation_gene__GENE_SART3,rnaseq_gene__GENE_GSC2,methylation_gene__GENE_RBP5;CLSTN3,rnaseq_gene__GENE_FAM99A,rnaseq_gene__GENE_SPAG11A,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_VCY,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_CABP2,methylation_gene__GENE_ZNF672,methylation_gene__GENE_ASCC1;C10ORF104,rnaseq_gene__GENE_PSG7,rnaseq_gene__GENE_ACCSL,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_DEFB129,methylation_gene__GENE_GMCL1,methylation_gene__GENE_KTELC1,methylation_gene__GENE_ADAR,rnaseq_gene__GENE_SPANXN4,methylation_gene__GENE_AP2B1,rnaseq_gene__GENE_OR7G2,rnaseq_gene__GENE_KRTAP20-4,methylation_gene__GENE_AKT1,methylation_gene__GENE_MOCS2,methylation_gene__GENE_CASKIN2;TSEN54,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_MOS,rnaseq_gene__GENE_LYZL1,methylation_gene__GENE_SIX5;DMPK,rnaseq_gene__GENE_NPBWR2,methylation_gene__GENE_ZNF596;RPL23AP53,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_NKX6-2,rnaseq_gene__GENE_SRY,rnaseq_gene__GENE_IFNK,rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_C1ORF85,rnaseq_gene__GENE_SNORA64,rnaseq_gene__GENE_KCNK18,methylation_gene__GENE_ZC3H13,rnaseq_gene__GENE_MT4,methylation_gene__GENE_AARS;EXOSC6,rnaseq_gene__GENE_BCYRN1,methylation_gene__GENE_CNOT10,methylation_gene__GENE_NDUFB8,cnv_log2__GENE_DKK1,cnv_log2__GENE_PRKG1-AS1,methylation_gene__GENE_NLK,methylation_gene__GENE_ABAT,rnaseq_gene__GENE_LINC00635,rnaseq_gene__GENE_C2ORF27B,rnaseq_gene__GENE_DEFB103A,rnaseq_gene__GENE_GUCA1C,rnaseq_gene__GENE_HES3,rnaseq_gene__GENE_SCARNA11,rnaseq_gene__GENE_FABP9,methylation_gene__GENE_ZNF345,rnaseq_gene__GENE_SNORA22,methylation_gene__GENE_SPATA13,methylation_gene__GENE_UBE3C,methylation_gene__GENE_MTHFD2,methylation_gene__GENE_LHX4,methylation_gene__GENE_TCFL5,rnaseq_gene__GENE_OR8H1,target
-0.050053358,-0.41032338,-0.08720162,-0.06327252,-0.030400893,-0.035875507,0.20043744,-0.030400895,-0.071920976,-0.0679732,-0.013400931,-0.16951889,-0.22500522,0.07336908,-0.06594675,-0.04756436,-0.175216,-0.07421895,1.3675417,0.25627154,0.7585861,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,0.28553733,1.2119027,0.24027158,-0.12899014,-0.07527141,-0.18569441,-0.08317388,-0.030400898,-0.08561648,0.4417737,-0.05877857,-0.27694494,-0.069542356,-0.10430648,0.9196133,-0.05755121,-0.08408102,-0.07587367,0.061287247,0.2530611,1.4590394,3.6489415,0.043400798,-0.06825314,1.1340773,0.63478726,0.32660446,-0.050725356,1.4705099,-0.06859739,-0.0848391,0.6670757,1.7180257,0.1148469,0.7472554,-0.09939945,1.3337699,1.6245252,23.692472,-0.11021341,0.4131752,-0.09467098,-0.06418999,-0.28798902,-0.06940588,-0.10875279,-0.2819688,-0.12371241,0.79654956,-0.12097921,-0.23536432,-0.078358516,1.5376943,0.25923067,-1.6405069,-1.6405069,1.117068,-0.22823371,-0.18354331,3.2023954,-0.13368,-0.10974532,-0.089100406,-0.10826717,-0.14199477,0.25208822,-0.29358703,0.19387342,0.4850662,1.3264271,-0.43341082,0.41494763,-0.057666454,0
-0.050053358,-0.6014492,-0.08720162,-0.06327252,-0.030400893,-0.035875507,-0.16173632,-0.030400895,-0.071920976,29.66682,0.07216099,-0.16951889,-0.25763768,-0.6882903,-0.06594675,-0.04756436,-0.175216,-0.07421895,-1.1155547,-0.41832557,-0.04141815,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,-0.018124282,-1.2656302,-0.2746765,-0.12899014,7.955814,-0.2304765,-0.08317388,-0.030400898,-0.08561648,0.46088958,19.78605,-0.020897005,-0.069542356,-0.10430648,-0.4006596,-0.05755121,-0.08408102,-0.07587367,-0.43297276,-0.93336284,-0.18492761,-0.25247434,-0.5374824,-0.06825314,-0.47632927,-0.18614367,-0.14713787,-0.050725356,0.43329453,-0.06859739,-0.0848391,0.7038841,0.8992851,-1.0775168,-0.28729084,-0.09939945,-0.43353972,-0.01417854,-0.08846551,0.23902906,-0.39638203,1.5501657,-0.06418999,-0.28798902,6.499733,-0.34239316,-0.2819688,-0.12371241,-0.13160431,-0.12097921,-0.41459867,-0.078358516,0.28992623,-0.9147745,-1.683994,-1.683994,-0.23511867,-0.48037246,-0.18354331,5.4373274,-0.13368,-0.10974532,11.295503,-0.10826717,-0.14199477,0.112489134,-0.29358703,-0.7209185,-0.15429913,-0.47880924,-0.44368055,-0.39234617,-0.057666454,1
-0.050053358,0.61090565,-0.08720162,-0.06327252,-0.030400893,-0.035875507,-0.08343716,-0.030400895,-0.071920976,-0.0679732,0.023367934,-0.16951889,-0.23817854,0.35366178,-0.06594675,-0.04756436,1.457769,-0.07421895,0.26801127,-0.1538763,-0.1266541,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,-0.24605142,-1.2656302,0.001589194,-0.12899014,-0.07527141,-0.21395817,-0.08317388,-0.030400898,-0.08561648,0.21971548,-0.05877857,-0.16057037,-0.069542356,-0.10430648,-0.24516787,-0.05755121,-0.08408102,-0.07587367,-0.5567943,0.3311743,-0.18492761,-0.25247434,-0.33585742,-0.06825314,0.05669328,-0.21149805,-0.0050814194,-0.050725356,-0.4840482,-0.06859739,-0.0848391,0.14906573,-0.40663362,3.9946616,-0.15905763,-0.09939945,-0.43353972,-0.5496803,-0.08846551,-0.30572116,-0.06186747,-0.09467098,-0.06418999,-0.28798902,-0.06940588,0.05303038,-0.2819688,-0.12371241,-0.1030747,-0.12097921,0.92469716,-0.078358516,0.27632806,-0.7229116,0.44687834,0.44687834,0.10918977,0.16288958,2.3484457,-0.23449756,-0.13368,-0.10974532,-0.089100406,-0.10826717,-0.14199477,-0.767704,-0.29358703,-0.076988906,0.37002113,-0.08892949,-0.36261332,-0.32455632,-0.057666454,1
-0.050053358,0.58261806,-0.08720162,-0.06327252,-0.030400893,-0.035875507,0.1791918,-0.030400895,-0.071920976,-0.0679732,0.16804264,-0.16951889,-0.0938253,-0.2708802,-0.06594675,-0.04756436,-0.175216,-0.07421895,1.3398998,16.977419,-0.07377817,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,-0.2724393,-1.2656302,0.120217554,-0.12899014,-0.07527141,-0.16263461,-0.08317388,-0.030400898,-0.08561648,0.15121952,-0.05877857,-0.0764692,-0.069542356,-0.10430648,-0.6873589,-0.05755121,-0.08408102,-0.07587367,0.5743611,0.23995435,-0.18492761,-0.25247434,-0.011934135,-0.06825314,-0.003098298,-0.15528233,0.30032864,-0.050725356,-0.39905912,-0.06859739,-0.0848391,-0.11088105,-0.06728614,0.027461238,-0.018064536,-0.09939945,-0.43353972,-0.33823964,-0.08846551,-0.06961542,0.035564743,-0.09467098,-0.06418999,-0.28798902,-0.06940588,-0.25928205,0.10047706,-0.12371241,-0.669757,-0.12097921,0.8766881,-0.078358516,-0.14955032,-0.19974081,0.519357,0.519357,0.02223621,6.6726837,-0.18354331,-0.23449756,-0.13368,-0.10974532,-0.089100406,-0.10826717,-0.14199477,-0.86230284,-0.29358703,0.49996182,0.24772099,0.10451607,-0.2914065,0.3418682,-0.057666454,0
-0.050053358,-0.21392961,-0.08720162,-0.06327252,-0.030400893,-0.035875507,-0.09081804,-0.030400895,-0.071920976,-0.0679732,-0.24822688,-0.16951889,-0.24181673,-0.41722843,-0.06594675,-0.04756436,-0.175216,-0.07421895,-0.9540156,-0.38734296,-0.12523481,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,-0.2891171,0.5510001,-0.38270107,-0.12899014,-0.07527141,-0.2526667,-0.08317388,-0.030400898,-0.08561648,-0.63133156,-0.05877857,0.18222055,-0.069542356,-0.10430648,0.35791117,-0.05755121,-0.08408102,-0.07587367,-0.35009035,-0.4123148,-0.18492761,-0.25247434,-0.5281125,-0.06825314,-0.2841756,-0.28397837,-0.27437282,-0.050725356,0.12507151,-0.06859739,-0.0848391,-0.85636276,-0.39570546,-0.11305469,-0.6036509,-0.09939945,-0.43353972,-0.447999,-0.08846551,-0.3447013,-0.17775714,-0.09467098,-0.06418999,-0.28798902,-0.06940588,-0.1813049,-0.2819688,-0.12371241,0.63084507,-0.12097921,-0.710076,-0.078358516,-0.39222795,0.4544646,0.14246798,0.14246798,-0.0011308125,-0.56879824,-0.18354331,-0.23449756,-0.13368,-0.10974532,-0.089100406,-0.10826717,-0.14199477,0.35282114,-0.29358703,-0.5061675,-0.57957286,-0.8008192,-0.29361823,2.2933555,-0.057666454,0
-0.050053358,-0.42612198,-0.08720162,-0.06327252,-0.030400893,-0.035875507,-0.39433774,-0.030400895,-0.071920976,-0.0679732,-0.09193348,-0.16951889,-0.25344294,-0.7740745,-0.06594675,-0.04756436,-0.175216,-0.07421895,-1.6468358,-0.18761054,-0.16216893,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,0.50093424,-1.2656302,-0.14644094,-0.12899014,-0.07527141,-0.1578787,-0.08317388,-0.030400898,-0.08561648,0.17392717,-0.05877857,-0.2227331,-0.069542356,-0.10430648,-2.6807249,-0.05755121,-0.08408102,-0.07587367,-1.0678099,0.1948975,-0.18492761,-0.25247434,-0.6799201,-0.06825314,-0.5615083,-0.28512245,0.019193472,-0.050725356,-0.47385722,1.8795662,-0.0848391,-0.25866148,0.07874842,-0.18750645,0.85466564,-0.09939945,-0.43353972,-0.15873305,-0.08846551,-0.00013214204,0.017150274,-0.09467098,-0.06418999,-0.28798902,-0.06940588,0.011654689,1.1024117,-0.12371241,0.65713304,-0.12097921,-2.560443,-0.078358516,-0.6126069,0.56410414,3.4221272,3.4221272,-0.05131679,0.0568333,-0.18354331,-0.23449756,-0.13368,-0.10974532,-0.089100406,-0.10826717,5.991037,0.17178231,-0.29358703,0.75683755,0.07969928,0.42534873,0.48090884,0.6310119,-0.057666454,0
-0.050053358,-0.30329698,-0.08720162,-0.06327252,-0.030400893,-0.035875507,0.10668483,-0.030400895,-0.071920976,-0.0679732,-0.011554832,-0.16951889,-0.25226298,-0.14172249,-0.06594675,-0.04756436,-0.175216,-0.07421895,0.6135162,-0.02198543,-0.33878514,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,-0.17832027,0.44453427,-0.089279756,-0.12899014,-0.07527141,-0.1294035,-0.08317388,-0.030400898,-0.08561648,-0.43027908,-0.05877857,-0.09537885,-0.069542356,-0.10430648,0.38272366,-0.05755121,-0.08408102,-0.07587367,0.17677861,-0.6098488,-0.18492761,-0.25247434,-0.11547741,-0.06825314,-0.28660023,0.06421481,0.12381957,-0.050725356,1.1541361,-0.06859739,-0.0848391,-0.027025366,-0.41043338,-0.5986848,0.3873884,4.320285,-0.43353972,-0.5256332,-0.08846551,-0.26215294,-0.22907917,-0.09467098,-0.06418999,-0.28798902,-0.06940588,-0.30391923,-0.2819688,-0.12371241,-0.7446347,-0.12097921,-0.046505865,-0.078358516,0.08591692,-0.43192634,0.073613256,0.073613256,-0.60099936,-0.3824056,-0.18354331,3.7031767,-0.13368,-0.10974532,-0.089100406,-0.10826717,-0.14199477,-0.3032711,-0.29358703,-0.2434841,-0.5560329,-0.3958598,-0.34428543,-0.3997682,-0.057666454,0
-0.050053358,0.17565227,-0.08720162,-0.06327252,-0.030400893,-0.035875507,-0.3852079,-0.030400895,-0.071920976,-0.0679732,-0.3350704,-0.16951889,0.14493814,7.1797347,-0.06594675,-0.04756436,-0.175216,-0.07421895,-1.919306,-0.42714083,-0.6482932,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,0.02635211,1.1851985,-0.63090295,-0.12899014,-0.07527141,-0.27857563,-0.08317388,-0.030400898,-0.08561648,1.0704455,-0.05877857,-0.00652374,-0.069542356,-0.10430648,-0.5271776,-0.05755121,-0.08408102,-0.07587367,-0.49397856,-0.40762213,-0.18492761,-0.25247434,-0.50137776,-0.06825314,-0.64196527,-0.26223677,-0.22805837,-0.050725356,-0.71990484,-0.06859739,-0.0848391,-1.1281862,-0.344815,-0.39035827,-1.0589294,-0.09939945,-0.43353972,-0.33426338,-0.08846551,0.16587727,-0.37438908,-0.09467098,-0.06418999,1.5831431,-0.06940588,-0.29784542,1.6887012,-0.12371241,0.045897454,-0.12097921,0.346532,-0.078358516,-0.15237454,-0.21327667,0.31641674,0.31641674,-0.53136927,4.2853746,-0.18354331,-0.23449756,-0.13368,-0.10974532,-0.089100406,-0.10826717,-0.14199477,0.3975702,1.2508839,-0.09447816,-0.5546305,0.4990824,-0.17060079,-0.4500465,-0.057666454,0
-0.050053358,0.49732104,-0.08720162,-0.06327252,-0.030400893,-0.035875507,0.19646877,-0.030400895,-0.071920976,-0.0679732,0.0699102,-0.16951889,3.8259983,0.14294401,-0.06594675,-0.04756436,-0.175216,-0.07421895,1.4558551,0.0053541134,-0.15689152,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,0.15242913,-1.2656302,-0.048224147,-0.12899014,-0.07527141,-0.16458717,-0.08317388,-0.030400898,-0.08561648,0.19300161,-0.05877857,-0.38204977,-0.069542356,-0.10430648,0.8847392,-0.05755121,-0.08408102,-0.07587367,-0.5204446,0.21221788,-0.18492761,-0.25247434,-0.019686019,-0.06825314,0.1411506,-0.19640131,0.20504797,-0.050725356,-0.44104022,-0.06859739,-0.0848391,0.1312032,0.2638974,0.06717664,-0.359619,-0.09939945,5.2397485,-0.22346067,-0.08846551,19.522757,0.07321998,-0.09467098,-0.06418999,-0.28798902,-0.06940588,-0.3554087,-0.2819688,-0.12371241,-0.41011643,-0.12097921,1.094165,-0.078358516,-0.52218586,17.088186,1.2332717,1.2332717,0.21552122,13.753472,-0.18354331,-0.23449756,-0.13368,-0.10974532,-0.089100406,-0.10826717,-0.14199477,-0.5925387,-0.29358703,0.47538194,0.24988392,0.17914258,-0.24621165,-0.42835262,-0.057666454,1
-0.050053358,0.030082017,-0.08720162,-0.06327252,-0.030400893,-0.035875507,0.17765413,-0.030400895,-0.071920976,-0.0679732,0.026168983,-0.16951889,-0.22179538,-0.39755365,-0.06594675,-0.04756436,-0.175216,-0.07421895,0.2498079,-0.059112195,-0.30590385,-0.067629814,-0.042500064,-0.062246185,-0.15146537,-0.18646805,-0.13838363,0.15242212,-1.2656302,-0.033905465,-0.12899014,-0.07527141,-0.18221314,-0.08317388,-0.030400898,-0.08561648,-0.49430245,-0.05877857,-0.2675392,-0.069542356,-0.10430648,-1.2155954,-0.05755121,-0.08408102,-0.07587367,-0.381246,-0.8077346,-0.18492761,-0.25247434,-0.06199569,-0.06825314,-0.32373482,-0.023521764,0.043381333,-0.050725356,-0.3746365,-0.06859739,-0.0848391,-0.020074995,-0.57196087,-0.08481965,0.16336145,-0.09939945,-0.43353972,-0.45331988,-0.08846551,-0.26074392,-0.15413386,-0.09467098,-0.06418999,-0.28798902,-0.06940588,0.1692618,-0.2819688,-0.12371241,-0.8018768,-0.12097921,0.6425193,-0.078358516,-0.12592472,-0.39263624,0.055493593,0.055493593,-0.8666091,-0.34948903,-0.18354331,-0.23449756,-0.13368,-0.10974532,-0.089100406,-0.10826717,-0.14199477,-0.58486515,-0.29358703,-0.5046585,0.12655607,0.2604209,-0.31516728,-0.35102415,-0.057666454,0
