rnaseq_gene__GENE_TTTY5,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_HSFX1,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_SNAR-A2,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_SNAR-A13,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_PRM1,rnaseq_gene__GENE_PPIAL4B,rnaseq_gene__GENE_XKRY2,rnaseq_gene__GENE_NCRNA00230B,methylation_gene__GENE_GPI,methylation_gene__GENE_CDK2AP2,rnaseq_gene__GENE_FLJ44082,rnaseq_gene__GENE_LRRC30,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_FAM41AY1,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_RBMY2FP,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_BCYRN1,rnaseq_gene__GENE_KRTAP20-4,rnaseq_gene__GENE_KRTAP27-1,rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_VEGFA,methylation_gene__GENE_ZNF414,methylation_gene__GENE_CNOT10,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_ONECUT3,rnaseq_gene__GENE_PRM2,rnaseq_gene__GENE_OR5H15,rnaseq_gene__GENE_FGF6,rnaseq_gene__GENE_DEFB129,methylation_gene__GENE_SCRIB,methylation_gene__GENE_SPSB1,rnaseq_gene__GENE_MYF5,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_FLJ43859,rnaseq_gene__GENE_KRTAP19-6,rnaseq_gene__GENE_TSPY1,methylation_gene__GENE_PGAP1,rnaseq_gene__GENE_OR4P4,methylation_gene__GENE_PTGR2,methylation_gene__GENE_PIGC;C1ORF105,rnaseq_gene__GENE_C20ORF166,methylation_gene__GENE_SUV39H2,rnaseq_gene__GENE_ADAM5P,rnaseq_gene__GENE_CRYGC,methylation_gene__GENE_NACC1;TRMT1,rnaseq_gene__GENE_DEFB104A,methylation_gene__GENE_FGF22,methylation_gene__GENE_ST3GAL1,rnaseq_gene__GENE_PRDM14,rnaseq_gene__GENE_UCMA,rnaseq_gene__GENE_OR51A7,methylation_gene__GENE_GMCL1,rnaseq_gene__GENE_AMBN,methylation_gene__GENE_SIN3A,methylation_gene__GENE_OBFC2A,methylation_gene__GENE_NAT14,rnaseq_gene__GENE_SNORA28,methylation_gene__GENE_TP53INP1,methylation_gene__GENE_TNIP1,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_C18ORF1,methylation_gene__GENE_TRIM8,methylation_gene__GENE_UNC84B,rnaseq_gene__GENE_ZNF735,methylation_gene__GENE_ITPA,methylation_gene__GENE_SLC25A38,methylation_gene__GENE_DCTN3,methylation_gene__GENE_SIVA1,rnaseq_gene__GENE_NCRNA00112,methylation_gene__GENE_KIF14,methylation_gene__GENE_NEK11;ASTE1,rnaseq_gene__GENE_OR6C4,methylation_gene__GENE_PDS5A,rnaseq_gene__GENE_PAGE3,rnaseq_gene__GENE_OR6C74,methylation_gene__GENE_MLST8,methylation_gene__GENE_VEGFB,rnaseq_gene__GENE_C21ORF131,methylation_gene__GENE_PMS1;ORMDL1,methylation_gene__GENE_ZFYVE16,rnaseq_gene__GENE_CHRNB3,rnaseq_gene__GENE_OR8K3,methylation_gene__GENE_CCRN4L,methylation_gene__GENE_FTSJD1,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039174013,-0.05578467,-0.051822077,-0.05998392,0.20043744,-0.4144276,-0.054042384,-0.05803116,-0.05562216,7.0507174,-0.0679732,0.23093128,-0.07355285,-0.039025616,-0.042500064,-0.13785753,-0.039873518,0.59649277,-0.059162382,-0.078358516,-0.0848391,-0.05008855,-0.050053358,-0.04435848,-0.0729057,1.5376943,0.7585861,-0.04061949,-0.071920976,-0.09052681,-0.05800454,-0.08795058,-0.06825314,-0.41032338,0.7024819,-0.105133064,-0.057666454,-0.1053454,-0.041330405,6.0857224,-0.07695419,-0.044886343,0.15393122,-0.08587251,-0.11526267,0.94359046,1.1373738,-0.11783594,1.1414319,-0.048288155,-0.12080551,0.64437985,-0.19387476,-0.17236899,-0.06867951,1.1340773,-0.21529208,0.46419972,0.15733336,-0.34909916,-0.06664966,0.7221169,0.89629847,0.32707933,-0.15740636,0.2939059,0.52809095,-0.09391567,0.33710602,0.15351161,0.27439588,1.0049516,2.7982497,1.2262802,-0.0685845,-0.0583981,1.6716106,-0.066061795,-0.05600812,0.25471425,-0.17079495,-0.09370761,0.1612397,-0.32195893,-0.2253133,-0.08367701,0.37009028,1.0064812,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039174013,-0.05578467,-0.051822077,-0.05998392,0.18294889,0.12295953,-0.054042384,-0.05803116,-0.05562216,-0.069158584,-0.0679732,-0.035036173,-0.07355285,-0.039025616,-0.042500064,0.23064291,-0.039873518,0.7476855,-0.059162382,-0.078358516,-0.0848391,-0.05008855,-0.050053358,-0.05125228,0.06354901,0.5404921,-0.14113313,-0.04061949,-0.071920976,-0.09052681,-0.05800454,-0.08795058,-0.06825314,0.15346035,0.18715808,-0.105133064,-0.057666454,-0.1053454,-0.041330405,-0.061940223,0.15189625,-0.044886343,-0.06924885,2.1583543,-0.11526267,-0.27909598,-0.13250025,-0.11783594,0.19510004,-0.048288155,-0.12388846,0.5072738,-0.19387476,-0.17236899,-0.06867951,0.34237644,-0.21529208,0.3832306,-0.38877615,-0.0035445255,-0.06664966,0.63039565,-0.06140584,0.63045555,0.06686925,0.282832,-0.41376457,-0.09391567,-0.005793088,-0.022540353,0.08976974,-0.074435435,-0.13713627,1.392259,1.2674023,-0.0583981,0.4234953,-0.066061795,-0.05600812,0.090191305,-0.18246691,-0.09370761,0.07848424,-0.7713446,-0.2253133,-0.08367701,0.09339403,0.47175628,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039174013,-0.05578467,-0.051822077,-0.05998392,0.24464342,0.1484289,-0.054042384,-0.05803116,-0.05562216,-0.069158584,-0.0679732,-0.2567603,-0.07355285,-0.039025616,-0.042500064,0.23126501,-0.039873518,1.3346683,-0.059162382,-0.078358516,-0.0848391,-0.05008855,-0.050053358,-0.31748182,0.046428025,1.1095629,0.1355378,-0.04061949,-0.071920976,-0.09052681,-0.05800454,-0.08795058,-0.06825314,-0.1498576,0.46809566,-0.105133064,-0.057666454,-0.1053454,-0.041330405,-0.061940223,-0.061139487,-0.044886343,-0.43640238,-0.335421,-0.11526267,-0.3524336,-0.13250025,-0.11783594,0.32274202,-0.048288155,-0.05657503,0.050673194,-0.19387476,-0.17236899,-0.06867951,0.36451972,-0.21529208,0.27923492,0.094008066,0.26440838,-0.06664966,0.059138782,0.03800909,0.09802495,0.099606894,0.5660327,-0.72154474,-0.09391567,0.059852283,0.017243546,-0.21620537,-0.051892072,-0.13713627,0.43139675,-0.35913548,-0.0583981,1.2166866,-0.066061795,-0.05600812,0.20607647,-0.19898152,-0.09370761,0.64508224,-0.55562055,-0.2253133,-0.08367701,0.026817147,-0.27931044,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039174013,-0.05578467,-0.051822077,-0.05998392,0.10214165,0.14196536,-0.054042384,-0.05803116,-0.05562216,-0.069158584,-0.0679732,-0.2819493,-0.07355285,-0.039025616,-0.042500064,0.019703066,-0.039873518,0.002228383,-0.059162382,-0.078358516,-0.0848391,-0.05008855,-0.050053358,-0.05252108,-0.25438246,-0.12903625,-0.30292547,-0.04061949,-0.071920976,-0.09052681,-0.05800454,-0.08795058,-0.06825314,-0.29871964,0.09607844,-0.105133064,-0.057666454,-0.1053454,-0.041330405,-0.061940223,-0.29686168,-0.044886343,-0.35220113,-0.25494173,-0.11526267,-0.5706442,-0.13250025,-0.11783594,0.06247911,-0.048288155,-0.07514562,-0.017967097,-0.19387476,-0.17236899,-0.06867951,-0.40842593,-0.21529208,0.2928572,0.6207073,-0.34319687,-0.06664966,-0.6260978,-0.08063693,-0.11811119,-0.14809039,-0.4579862,-0.5577757,-0.09391567,-0.48329994,-0.16140337,-0.3095333,-0.41700545,-0.13713627,-0.055558547,-0.5896402,-0.0583981,-0.8589843,-0.066061795,-0.05600812,-0.08652995,-0.3492632,-0.09370761,0.22428446,-0.7968516,-0.2253133,-0.08367701,-0.16320957,-0.70698977,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039174013,-0.05578467,-0.051822077,-0.05998392,-0.34590235,-0.4666912,-0.054042384,-0.05803116,-0.05562216,-0.069158584,-0.0679732,-0.5453047,-0.07355285,-0.039025616,-0.042500064,-0.75217575,-0.039873518,-0.33982432,-0.059162382,-0.078358516,-0.0848391,-0.05008855,-0.050053358,-0.27986175,-0.36689234,-0.34600082,-0.49862137,-0.04061949,-0.071920976,-0.09052681,-0.05800454,-0.08795058,-0.06825314,-0.1769642,-0.38462898,-0.105133064,-0.057666454,-0.1053454,-0.041330405,-0.061940223,-0.22500001,-0.044886343,-0.17432375,-0.22299105,-0.11526267,-0.73540187,-0.13250025,-0.11783594,-0.38135278,-0.048288155,-0.2509842,-0.47278947,-0.19387476,-0.17236899,-0.06867951,-0.24999927,-0.21529208,-0.43069887,-0.5355345,-0.6576378,-0.06664966,-0.3659297,-0.29068124,-0.44623557,-0.662356,-0.19488487,-0.57236415,-0.09391567,-0.34565324,-0.2155168,-0.38900572,-0.2879307,-0.13713627,-0.49018797,-0.6697718,-0.0583981,-0.42578343,-0.066061795,-0.05600812,-0.43349347,-0.5228715,-0.09370761,-0.6612723,-0.5335173,-0.2253133,-0.08367701,-0.16429602,-0.37942305,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039174013,-0.05578467,-0.051822077,-0.05998392,-0.16173632,-0.33724922,-0.054042384,-0.05803116,-0.05562216,-0.069158584,29.66682,-0.4062858,-0.07355285,-0.039025616,-0.042500064,-0.5697412,-0.039873518,-0.032206632,-0.059162382,-0.078358516,-0.0848391,-0.05008855,-0.050053358,-0.0075936196,-0.3427577,0.28992623,-0.04141815,-0.04061949,-0.071920976,-0.09052681,-0.05800454,-0.08795058,-0.06825314,-0.6014492,-0.12508641,-0.105133064,-0.057666454,-0.1053454,-0.041330405,-0.061940223,-0.35928154,-0.044886343,-0.14977585,-0.28366452,-0.11526267,-0.5158937,-0.13250025,-0.11783594,-0.39243972,-0.048288155,0.05730465,-0.28232503,1.4741709,-0.17236899,-0.06867951,-0.47632927,-0.21529208,-0.108143345,-0.25379142,-0.21582314,-0.06664966,-0.14829007,-0.55396444,-0.22629943,-0.32975313,-0.8630651,-0.8629122,-0.09391567,1.2722404,0.17809758,19.838295,-0.50990015,-0.13713627,-0.47025388,-0.4965998,-0.0583981,-0.995656,-0.066061795,-0.05600812,0.9558274,-0.33989236,-0.09370761,1.5643848,-0.8383367,-0.2253133,-0.08367701,-0.17300457,-0.5985768,1
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039174013,-0.05578467,-0.051822077,-0.05998392,-0.07527803,-0.075251706,-0.054042384,-0.05803116,-0.05562216,-0.069158584,-0.0679732,-0.52044886,-0.07355285,-0.039025616,-0.042500064,-0.4579842,-0.039873518,-0.66036993,-0.059162382,-0.078358516,-0.0848391,-0.05008855,-0.050053358,-0.30582115,-0.09608039,-0.24320917,-0.42164096,-0.04061949,-0.071920976,-0.09052681,-0.05800454,11.442419,-0.06825314,-0.02344199,-0.028379072,-0.105133064,-0.057666454,-0.1053454,-0.041330405,-0.061940223,-0.35247433,-0.044886343,-0.46729913,-0.35353196,-0.11526267,0.1185076,-0.13250025,-0.11783594,-0.54242903,-0.048288155,-0.15848024,-0.22376871,-0.19387476,-0.17236899,-0.06867951,-0.30556974,-0.21529208,-0.42536286,-0.22130021,-0.6373846,-0.06664966,-0.06285446,-0.67787576,-0.2035684,0.048806496,0.027712524,-1.1152893,-0.09391567,-0.70183337,-0.06386584,-0.0033715067,-0.10449583,-0.13713627,-0.22436161,0.29730225,-0.0583981,-0.0794985,-0.066061795,-0.05600812,-0.8141395,-0.45827174,-0.09370761,-0.6284267,0.09115752,2.5050514,-0.08367701,-0.27039757,-0.7221886,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039174013,-0.05578467,-0.051822077,-0.05998392,0.1791918,0.061546113,-0.054042384,-0.05803116,-0.05562216,-0.069158584,-0.0679732,0.17854363,-0.07355285,-0.039025616,-0.042500064,-0.022669125,-0.039873518,-0.26756728,-0.059162382,-0.078358516,-0.0848391,-0.05008855,-0.050053358,0.92865384,0.19526945,-0.14955032,-0.07377817,-0.04061949,-0.071920976,-0.09052681,-0.05800454,-0.08795058,-0.06825314,0.58261806,-0.044819664,-0.105133064,-0.057666454,-0.1053454,-0.041330405,-0.061940223,-0.21019047,-0.044886343,-0.1532109,-0.08525988,-0.11526267,-0.13553019,-0.13250025,-0.11783594,-0.24454752,-0.048288155,-0.053934734,0.15581416,-0.19387476,-0.17236899,-0.06867951,-0.003098298,-0.21529208,-0.37667128,-0.14282195,-0.006983331,-0.06664966,13.47723,0.08836852,-0.092039905,0.86486393,-0.43754017,0.28809008,-0.09391567,-0.22887963,0.16276759,-0.030138152,0.014751053,-0.13713627,-0.2745337,0.33831567,-0.0583981,0.025599664,-0.066061795,-0.05600812,-0.27345356,0.23164392,-0.09370761,-0.728334,-0.49113837,-0.2253133,-0.08367701,-0.104458526,-0.22261079,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039174013,-0.05578467,-0.051822077,-0.05998392,-0.09081804,-0.48682207,-0.054042384,-0.05803116,-0.05562216,-0.069158584,-0.0679732,-0.667513,-0.07355285,-0.039025616,-0.042500064,-0.3458404,-0.039873518,-0.114545524,-0.059162382,-0.078358516,-0.0848391,-0.05008855,-0.050053358,-0.1843051,-0.41535684,-0.39222795,-0.12523481,-0.04061949,-0.071920976,-0.09052681,-0.05800454,-0.08795058,-0.06825314,-0.21392961,0.67831725,-0.105133064,-0.057666454,-0.1053454,-0.041330405,-0.061940223,-0.19420971,-0.044886343,-0.58054376,0.21281907,-0.11526267,-0.4135475,-0.13250025,-0.11783594,-0.17031978,-0.048288155,-0.22353634,-0.6440362,-0.19387476,-0.17236899,-0.06867951,-0.2841756,-0.21529208,-0.06396077,0.22866291,-0.42433253,-0.06664966,0.071291655,-0.47498173,-0.23640743,-0.5128219,-0.542255,-0.1900007,-0.09391567,-0.12336554,-0.18744747,0.3760799,-0.68757516,-0.13713627,-0.5759897,-0.4531222,-0.0583981,0.07867884,-0.066061795,-0.05600812,0.5667151,-0.5688526,-0.09370761,0.29207784,-0.25499198,-0.2253133,-0.08367701,-0.10816834,-0.64198655,0
