rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_OR4A15,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_TAAR6,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_TMEM225,rnaseq_gene__GENE_OR9I1,methylation_gene__GENE_GPI,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_KRTAP10-9,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_NPBWR2,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_ADAD1,rnaseq_gene__GENE_KRTAP19-3,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_FAM99A,rnaseq_gene__GENE_OR4D9,rnaseq_gene__GENE_CXORF66,methylation_gene__GENE_VEGFA,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_OR7G2,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_OR2T1,methylation_gene__GENE_C18ORF19;RNMT,rnaseq_gene__GENE_OR5A1,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_SNORA69,rnaseq_gene__GENE_OR10AG1,rnaseq_gene__GENE_C10ORF96,methylation_gene__GENE_CCNG1,rnaseq_gene__GENE_OR1S1,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_HPVC1,methylation_gene__GENE_ZNF619,rnaseq_gene__GENE_FGF6,rnaseq_gene__GENE_OR2M1P,methylation_gene__GENE_SYPL1,rnaseq_gene__GENE_PATE1,rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_LCE3C,methylation_gene__GENE_ATP5E,rnaseq_gene__GENE_KRTAP10-7,rnaseq_gene__GENE_OR2Z1,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_KCNK18,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_OR52K1,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_FLJ25328,rnaseq_gene__GENE_KRTAP20-4,rnaseq_gene__GENE_TMEM174,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_PSG7,methylation_gene__GENE_ZNF579,rnaseq_gene__GENE_RAG2,rnaseq_gene__GENE_OR5K4,rnaseq_gene__GENE_KRTAP15-1,methylation_gene__GENE_MAP3K9,methylation_gene__GENE_NRXN2,rnaseq_gene__GENE_IFNA14,methylation_gene__GENE_KTELC1,rnaseq_gene__GENE_OR5D16,rnaseq_gene__GENE_UBE2DNL,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_DEFB123,rnaseq_gene__GENE_CABP2,rnaseq_gene__GENE_OR7G1,methylation_gene__GENE_GMCL1,rnaseq_gene__GENE_PRAMEF5,rnaseq_gene__GENE_OR4C13,rnaseq_gene__GENE_SCARNA23,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_OR4C12,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_OR8B12,rnaseq_gene__GENE_MT4,rnaseq_gene__GENE_OR5AC2,rnaseq_gene__GENE_ACCSL,rnaseq_gene__GENE_LINC01734,rnaseq_gene__GENE_OR4L1,rnaseq_gene__GENE_FAM99B,rnaseq_gene__GENE_OR1I1,methylation_gene__GENE_CYP51A1,rnaseq_gene__GENE_OR10T2,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_PSMG1,rnaseq_gene__GENE_CRYGA,rnaseq_gene__GENE_OR6X1,rnaseq_gene__GENE_IFNK,methylation_gene__GENE_PARP4,rnaseq_gene__GENE_LCE3E,rnaseq_gene__GENE_MYF5,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.08720162,-0.07421895,-0.054831173,-0.042500064,-0.030400895,-0.030400895,-0.06925289,-0.10445149,-0.051617455,-0.084201984,0.20043744,-0.030400893,-0.11696981,-0.035875507,-0.05562216,0.49858165,23.692472,-0.057666454,-0.175216,-0.124685876,-0.067629814,-0.069542356,-0.10281369,-0.05234718,-0.04435848,-0.04756436,-0.06859739,0.043400798,-0.06331775,-0.6672956,-0.09926551,-0.074266955,-0.10053951,-0.08561648,-0.07527141,-0.14370757,0.28553733,-0.050438117,-0.050521668,-0.16757613,-0.093438834,-0.08795058,-0.10272443,0.61588115,-0.19044563,-0.04645165,-0.062246185,0.85533094,8.974015,-0.08617414,0.24027158,-0.2157582,-0.12371241,-0.030400898,-0.2232396,-0.06940588,-0.1885197,-0.0848391,-0.16161753,0.9196133,1.4590394,0.23011445,1.1611284,-0.063511856,-0.055652253,0.57670254,-0.14466798,-0.18716085,0.63478726,-0.06780475,-0.15623061,0.7472554,-0.04597636,-0.07587367,-0.06987374,1.1340773,-0.08723144,-0.10578322,-0.078748696,-0.051938124,-0.11426283,-0.08408102,-0.13939492,-0.12097921,-0.08507758,3.6489415,-0.10705519,-0.052030247,-0.042923182,-0.09172271,0.31500235,-0.065219104,-0.23536432,0.5826708,-0.07638114,5.02971,-0.28798902,-0.21582247,-0.12899014,-0.105133064,0
-0.08720162,-0.07421895,-0.054831173,-0.042500064,-0.030400895,-0.030400895,-0.06925289,-0.10445149,-0.051617455,-0.084201984,0.18294889,-0.030400893,-0.11696981,-0.035875507,-0.05562216,0.54176915,-0.08846551,-0.057666454,-0.175216,-0.124685876,-0.067629814,-0.069542356,-0.10281369,-0.05234718,-0.05125228,-0.04756436,-0.06859739,0.49041125,-0.06331775,-0.3995505,4.4264455,-0.074266955,5.9350004,-0.08561648,-0.07527141,-0.14370757,0.055059817,-0.050438117,-0.050521668,-0.16757613,0.30465758,-0.08795058,-0.10272443,-0.07018332,-0.19044563,-0.04645165,-0.062246185,0.83914995,-0.118806034,-0.08617414,0.8020264,-0.2157582,-0.12371241,-0.030400898,-0.2232396,-0.06940588,-0.1885197,-0.0848391,19.207535,-0.63236576,-0.18492761,-0.04282058,-0.18899952,-0.063511856,-0.055652253,0.2569746,-0.17961895,-0.18716085,-0.37059265,-0.06780475,-0.15623061,0.4385283,-0.04597636,-0.07587367,-0.06987374,0.34237644,-0.08723144,-0.10578322,-0.078748696,-0.051938124,-0.11426283,-0.08408102,-0.13939492,-0.12097921,-0.08507758,-0.25247434,-0.10705519,-0.052030247,-0.042923182,-0.09172271,0.2938332,-0.065219104,-0.14898685,-0.023446083,-0.07638114,-0.10364239,-0.28798902,0.18344745,-0.12899014,-0.105133064,0
-0.08720162,-0.07421895,-0.054831173,-0.042500064,-0.030400895,-0.030400895,-0.06925289,-0.10445149,-0.051617455,-0.084201984,-0.07527803,-0.030400893,-0.11696981,-0.035875507,-0.05562216,-0.0707264,-0.08846551,-0.057666454,-0.175216,-0.124685876,-0.067629814,-0.069542356,-0.10281369,-0.05234718,-0.30582115,-0.04756436,-0.06859739,-0.41058275,-0.06331775,-0.47360888,-0.09926551,-0.074266955,-0.10053951,-0.08561648,-0.07527141,-0.14370757,-0.10858247,-0.050438117,-0.050521668,-0.16757613,-0.08480112,11.442419,-0.10272443,-0.48064336,-0.19044563,-0.04645165,-0.062246185,0.03550064,-0.118806034,-0.08617414,-0.4577368,-0.2157582,-0.12371241,-0.030400898,-0.2232396,-0.06940588,-0.1885197,-0.0848391,-0.16161753,0.37705538,-0.18492761,-0.1881887,-0.18899952,-0.063511856,-0.055652253,-0.3648553,-0.21175788,-0.18716085,-0.2995729,-0.06780475,-0.15623061,-0.77329755,-0.04597636,-0.07587367,-0.06987374,-0.30556974,-0.08723144,-0.10578322,-0.078748696,-0.051938124,-0.11426283,-0.08408102,-0.13939492,-0.12097921,-0.08507758,-0.25247434,-0.10705519,-0.052030247,-0.042923182,-0.09172271,-0.11618164,-0.065219104,-2.1983855,-0.28600797,-0.07638114,-0.10364239,-0.28798902,-0.6268822,-0.12899014,-0.105133064,0
-0.08720162,-0.07421895,-0.054831173,-0.042500064,-0.030400895,-0.030400895,-0.06925289,-0.10445149,-0.051617455,-0.084201984,0.1791918,-0.030400893,-0.11696981,-0.035875507,-0.05562216,10.229894,-0.08846551,-0.057666454,-0.175216,-0.124685876,-0.067629814,-0.069542356,-0.10281369,-0.05234718,0.92865384,-0.04756436,-0.06859739,-0.011934135,-0.06331775,0.1302066,-0.09926551,-0.074266955,-0.10053951,-0.08561648,-0.07527141,-0.14370757,-0.2724393,-0.050438117,-0.050521668,-0.16757613,-0.05531286,-0.08795058,-0.10272443,-0.14935572,-0.19044563,-0.04645165,-0.062246185,0.6999117,-0.118806034,-0.08617414,0.120217554,-0.2157582,-0.12371241,-0.030400898,-0.2232396,-0.06940588,-0.1885197,-0.0848391,-0.16161753,-0.6873589,-0.18492761,-0.10680056,-0.18899952,-0.063511856,-0.055652253,0.039493494,-0.31572297,-0.18716085,-0.15528233,-0.06780475,-0.15623061,-0.018064536,-0.04597636,-0.07587367,-0.06987374,-0.003098298,-0.08723144,-0.10578322,-0.078748696,-0.051938124,-0.11426283,-0.08408102,-0.13939492,-0.12097921,-0.08507758,-0.25247434,-0.10705519,-0.052030247,-0.042923182,-0.09172271,-0.09363314,-0.065219104,0.8766881,-0.15903524,-0.07638114,-0.10364239,-0.28798902,-0.07562056,-0.12899014,-0.105133064,0
-0.08720162,-0.07421895,-0.054831173,-0.042500064,-0.030400895,-0.030400895,-0.06925289,-0.10445149,-0.051617455,-0.084201984,-0.09081804,-0.030400893,-0.11696981,-0.035875507,-0.05562216,-0.029444681,-0.08846551,-0.057666454,-0.175216,-0.124685876,-0.067629814,-0.069542356,-0.10281369,-0.05234718,-0.1843051,-0.04756436,-0.06859739,-0.5281125,-0.06331775,-1.6939074,-0.09926551,-0.074266955,-0.10053951,-0.08561648,-0.07527141,-0.14370757,-0.2891171,-0.050438117,-0.050521668,-0.16757613,-0.18793975,-0.08795058,-0.10272443,10.054507,-0.19044563,-0.04645165,-0.062246185,-1.0186439,-0.118806034,-0.08617414,-0.38270107,-0.2157582,-0.12371241,-0.030400898,-0.2232396,-0.06940588,-0.1885197,-0.0848391,-0.16161753,0.35791117,-0.18492761,0.10259987,-0.18899952,-0.063511856,-0.055652253,-0.37810174,1.5605413,-0.18716085,-0.28397837,-0.06780475,-0.15623061,-0.6036509,-0.04597636,-0.07587367,-0.06987374,-0.2841756,-0.08723144,-0.10578322,-0.078748696,-0.051938124,-0.11426283,-0.08408102,-0.13939492,-0.12097921,-0.08507758,-0.25247434,-0.10705519,-0.052030247,-0.042923182,-0.09172271,-0.25319222,-0.065219104,-0.710076,-0.3322638,-0.07638114,-0.10364239,-0.28798902,0.11386561,-0.12899014,-0.105133064,0
-0.08720162,-0.07421895,-0.054831173,-0.042500064,-0.030400895,-0.030400895,29.499832,-0.10445149,-0.051617455,-0.084201984,0.06073366,-0.030400893,-0.11696981,-0.035875507,-0.05562216,0.4566232,-0.08846551,-0.057666454,-0.175216,-0.124685876,-0.067629814,-0.069542356,-0.10281369,-0.05234718,1.8418019,-0.04756436,-0.06859739,0.37477794,-0.06331775,0.4298014,-0.09926551,-0.074266955,-0.10053951,-0.08561648,-0.07527141,-0.14370757,-0.0058720307,-0.050438117,-0.050521668,-0.16757613,0.09297218,-0.08795058,-0.10272443,0.12568556,-0.19044563,-0.04645165,-0.062246185,1.162091,-0.118806034,-0.08617414,0.48425657,7.0586586,-0.12371241,-0.030400898,4.516581,-0.06940588,-0.1885197,-0.0848391,-0.16161753,1.8882889,-0.18492761,0.005918996,-0.18899952,-0.063511856,-0.055652253,0.639818,0.1353862,-0.18716085,0.07971462,-0.06780475,-0.15623061,2.735388,-0.04597636,-0.07587367,-0.06987374,0.29620782,-0.08723144,-0.10578322,-0.078748696,-0.051938124,-0.11426283,-0.08408102,-0.13939492,-0.12097921,-0.08507758,-0.25247434,-0.10705519,-0.052030247,-0.042923182,-0.09172271,0.33931962,-0.065219104,-2.7382421,-0.20721896,-0.07638114,-0.10364239,-0.28798902,-0.5037098,-0.12899014,-0.105133064,0
-0.08720162,-0.07421895,-0.054831173,-0.042500064,-0.030400895,-0.030400895,-0.06925289,-0.10445149,-0.051617455,-0.084201984,0.10668483,-0.030400893,-0.11696981,-0.035875507,-0.05562216,-0.006336753,-0.08846551,-0.057666454,-0.175216,-0.124685876,-0.067629814,-0.069542356,-0.10281369,-0.05234718,-0.17836002,-0.04756436,-0.06859739,-0.11547741,-0.06331775,2.1313226,-0.09926551,-0.074266955,-0.10053951,-0.08561648,-0.07527141,-0.14370757,-0.17832027,-0.050438117,-0.050521668,-0.16757613,-0.20231354,-0.08795058,-0.10272443,-0.10067958,-0.19044563,-0.04645165,-0.062246185,-0.016476745,-0.118806034,-0.08617414,-0.089279756,-0.2157582,-0.12371241,-0.030400898,-0.2232396,-0.06940588,-0.1885197,-0.0848391,-0.16161753,0.38272366,-0.18492761,-0.12400364,-0.18899952,-0.063511856,-0.055652253,-0.19231333,-0.043192297,-0.18716085,0.06421481,-0.06780475,-0.15623061,0.3873884,-0.04597636,-0.07587367,-0.06987374,-0.28660023,-0.08723144,-0.10578322,-0.078748696,-0.051938124,-0.11426283,-0.08408102,-0.13939492,-0.12097921,-0.08507758,-0.25247434,-0.10705519,-0.052030247,-0.042923182,-0.09172271,0.059908167,-0.065219104,-0.046505865,0.40960583,-0.07638114,-0.10364239,-0.28798902,-0.32894704,-0.12899014,-0.105133064,0
-0.08720162,-0.07421895,-0.054831173,-0.042500064,-0.030400895,-0.030400895,-0.06925289,-0.10445149,-0.051617455,-0.084201984,-0.3852079,-0.030400893,-0.11696981,-0.035875507,-0.05562216,-0.23226331,-0.08846551,-0.057666454,-0.175216,-0.124685876,-0.067629814,-0.069542356,-0.10281369,-0.05234718,-0.4224554,-0.04756436,-0.06859739,-0.50137776,-0.06331775,-1.3096874,-0.09926551,-0.074266955,-0.10053951,-0.08561648,-0.07527141,-0.14370757,0.02635211,-0.050438117,-0.050521668,-0.16757613,-0.1663969,-0.08795058,-0.10272443,-0.52993363,-0.19044563,-0.04645165,-0.062246185,-0.9225697,-0.118806034,-0.08617414,-0.63090295,-0.2157582,-0.12371241,-0.030400898,-0.2232396,-0.06940588,-0.1885197,-0.0848391,-0.16161753,-0.5271776,-0.18492761,-0.09643686,-0.18899952,-0.063511856,-0.055652253,-0.21860923,-0.24386054,-0.18716085,-0.26223677,-0.06780475,-0.15623061,-1.0589294,-0.04597636,-0.07587367,-0.06987374,-0.64196527,-0.08723144,-0.10578322,-0.078748696,-0.051938124,-0.11426283,-0.08408102,-0.13939492,-0.12097921,-0.08507758,-0.25247434,-0.10705519,-0.052030247,-0.042923182,-0.09172271,-0.20483275,-0.065219104,0.346532,-0.43103057,-0.07638114,-0.10364239,1.5831431,-0.6380028,-0.12899014,-0.105133064,0
-0.08720162,-0.07421895,-0.054831173,-0.042500064,-0.030400895,-0.030400895,-0.06925289,-0.10445149,-0.051617455,-0.084201984,0.19646877,-0.030400893,-0.11696981,-0.035875507,-0.05562216,0.020923164,-0.08846551,-0.057666454,-0.175216,-0.124685876,-0.067629814,-0.069542356,-0.10281369,-0.05234718,0.07154202,-0.04756436,-0.06859739,-0.019686019,-0.06331775,0.19091703,-0.09926551,-0.074266955,-0.10053951,-0.08561648,-0.07527141,-0.14370757,0.15242913,-0.050438117,-0.050521668,-0.16757613,-0.03998788,-0.08795058,-0.10272443,0.08506472,-0.19044563,-0.04645165,-0.062246185,0.4562749,-0.118806034,-0.08617414,-0.048224147,-0.2157582,-0.12371241,-0.030400898,-0.2232396,-0.06940588,-0.1885197,-0.0848391,-0.16161753,0.8847392,-0.18492761,-0.12840343,-0.18899952,-0.063511856,-0.055652253,-0.06892276,15.924743,-0.18716085,-0.19640131,-0.06780475,-0.15623061,-0.359619,-0.04597636,-0.07587367,-0.06987374,0.1411506,-0.08723144,-0.10578322,-0.078748696,-0.051938124,-0.11426283,-0.08408102,-0.13939492,-0.12097921,-0.08507758,-0.25247434,-0.10705519,-0.052030247,-0.042923182,-0.09172271,-0.16648886,-0.065219104,1.094165,-0.060314067,-0.07638114,-0.10364239,-0.28798902,0.3058051,-0.12899014,-0.105133064,1
